src,tgt
the day was long,نهار كان طويل
Let me see it for a minute.,خليني نوريه تصاور.
without measuring too much,بلا ما تقدّا كتر من لقياسّ
i took a swim together,ركبت معا سبح من تما
I'm alone in a country where I don't know one,أنكون بوحدي ف بلاد ماكانعرف فيها تاواحد
i'm gonna eat your tomb,زوينة طوموبيلتك
you are under pressure,نتا فالأساس تحت الضغط
i'm gonna eat them every Friday,المغربة كاياكلو كسكسو كل جمعة
Let me get out of this house,خليني نخرج من هاد البيت
you don't know what to do,ماتعرف نبرد شوية و مايتزاد عليا لحال
i have to go to work,دير تيب عسكري
dont want to live,باش غانعيش
I'm waiting for you to get us something new,كانتسنّا فيك ت جيبي لينا شي وليد
please give me a good cup,عفاك عطيني معاك كاس دلما
we're successful,الپروجي ديالنا ناجح
i was waiting for you,راني كنت كانتسنا فيك
you are too late,تعطلي بزّاف باش تعطق دري
you're too smart,نتي دكية بزّاف
I'm waiting for you and you don't want to get out of your school,شحال و أنا كاتسناك وا سكنتي مابغيتيش تخرج من طوالت
in the heat of love,فيا السخانة بسباب الحب
is it hard for you to do that?,هشومة عليك علاش كادير هادشي؟
I want to know where they are,بغيت نعرف غير فين أتكون مشات
you shouldn't be waiting to serve today's cheek,ماتبقاش تأجل لخدمة ديال اليوم الخدا
they're still living in the kitchen and they're going to lose money,بقاو ساكنين فالكريان و خسّرو هادوك لفلوسّ فماحل وازادو تامان ديال رسم
It was a club to encourage the audience,تشجيع ديال الجمهور كان نادي
what's the best idea you've ever had of a project,شنو أحسن فكرة جاتك على قبل شي مشروع
I don't need to talk to you,مابغاتش تهضر
i'm waiting for you,تليفون ديالو ماخدامش
i don't want to talk to you,مابقيتش باغي هاداك توني صافي راه قدام
doesn't slap everything,باش يسدق كل شي
it's too long for him,هوا طويل عليّة
they started reading,بديتو القراية
it's hard,هادي صبرة
I don't have a lot of friends,ماعندوش بزّاف ديال صحاب
what do you want?,شحال بغيتي؟
what's going on with you?,شكون هاديك؟
where is he,فين ڭا ڤا
Why don't you call me Mr. Jameson?,واش ماكتبغيش السي جيمسون؟
you're too old to beat a little thing,عمرك تضرب شي دراري صغير
she is too cheap,بهال بخل
"i, my day was excellent",أنا، نهاري كان ممتاز
it's a great honor for me,شرف كبير ليا
you didn't know where to go,ماعرفتيهومش فين مشاو
I'm thinking what we're looking for.,تانفكّر واش نواجهو.
i dare you to have a relationship with them,نتحداك ت وتّد لعلاقة ديالك معاهوم
i told you to eat money,سلفتو زبالت الفلوس و فلاخر نكرني
what can I do to deny a house?,واش إمكان ليا نكري بيت أولا نريزيرفي شي بار؟
I wish I was too deep.,و ليتي عميق.
give me my clothes.,سلم زين ديالي.
what do you think I'm doing in the 90s is better than me?,مكايبانش ليك أنا الأخاني ديال تسعينات هوما أحسن أني ?
he feels good today,كايحس براسو بخير اليوم
buy me some apples before my birthday,شري ليا شي نفاحات على قبل عيد ميلادي
he's crazy,راه مخيت نديفولا
there's nothing you can do,ماترفض عليه شي حاجة ماباغيهاش
why don't you need to change your routine?,"ولّا ماكاين تا حاجة فشكل, غير روتين لي مقلّقك?"
find your head,ياله وجدي راسك
who are you working for?,فاش خدامة؟
do the work at the baron's house,دير التمارين بالشرونو باش تحتابر راسك
this question comes to me,هاد سوال نتي لي عارفة جوابو
i was waiting for you,كانتسنّا فيك ت بلوكيه فواتساب
you give me a hand,كاتعطيني يد ليد
I have high blood pressure,عندي ارتفاع فالضغط الدموي
how did he sign it,مكايوقع ليها والو
next month,شهر تلاتة
what's wrong with me,يالاه بالي وزواج
you have to take care of me,عندك تخوي بيا
you don't even need me,ماكاتدرني حتى حاجة
I'm trying to change his mind,بلا متحاول تبدّل ليه رأي ديالو
if you want to do a job for me,إمتا غادي ت دير شي خدما متاها لديالي
he loves each other,راه متبادل الحب بينهم
Amazing,مدهش
Why don't you want to hide from my money,علاش مابغيتيش تخفّ من لفلوسّ لي كاتخسّرها
Is there nothing wrong with me?,علاش لعداب?
can you write your address,واش تقدر تكتب ليا عنوانك
you can do it,ولاه مكنكدب
i'm going to lunch with you today,غايتغداو معانا اليوم
you are too late to take advantage of this,تعطلي بزّاف باش تستغلّ هاد لفورسّا
i'm complaining this day is not good for you,شتك هاد نهار ماشي هوا هاداك
I thought I'd go to bed.,راني كنت كانعمو ف بيسين.
i need to talk to you,ڭاعما كايهمك لأمر ديالي
this is good for us,هادشي زايد فينا
I have a stressful voice.,عندي واحد الصوت مجهد.
dont do me a favor,خاص ديم ديالك طابق مع هاداك لي خسّو
why don't you say good night,كاينة شتا تبارك الله سبحت البارح
once again I know what you're talking about,مرة خرا عرف اش كاتڭول
it's not a mass,بان ليا غير كتلة
I'm glad you're doing it,سعادة لي غادي تديه
if only i could eat,كون غير قدرت ن تلع فلڭراد
where are we,فين حنا
what do you want me to do,أش بغيتي نعاودلك
month five,شهر خمسة
what are you doing,ڭولي لينا أش كاين
let me know if I'm hungry,سمهي ليا على جاع داكشي لي قلت
face your problems,وجه المشاكل ديالك
what am I doing together?,واش أنا تانهضر معا سي خالد?
you don't have a house,بلا ما تدفّي دار
you will come to me,سفتو ليا الأستاد
I'm picking up the candle,أنشل الشمعة
there's nothing in it,هاك وآرا مافيها حزارة
we're going to get naked and cheer you up,درنا جو واعر من خنا و دحك
we go for a walk,واخا يلح نمشيو
you don't hate my songs,ماكراهتش تغانيلي
do you think,كولشي عندو هل
Why are you kidding me?,ماغاديش تبرزط?
she's an expert,هي خبيرة
why don't you answer the phone?,علاش ماكتجاوبش على الطيليفون؟
come in,جاوب نتا
Did we have to tell that story about how proud we are?,كادن بلي ولادنا آيتيقو هاد القصة لمستيا ديال سخورنا؟
you don't eat,ماتاكلوش
i need to talk to you,خاص نقلب واش باقي عندي بعدا
you are too late to think,تعطلي بزّاف باش تفكّر.
she is alone with us,هي راه وحدة منّا
Have you ever done your business and come to God at the beginning,عمرك ت الشي مشروعك و تا يالله فالبداية
I'm waiting for you to be happy with your parents,كانتسنّا فيك ت تابر باش تفرح واليديك
show me what you do,هز داكشي لي تاحلك
this is the only day I know,راه المفهوم ديال هاد الأيام تاواحد ماعارفها
I'm gonna make a lot of money,كولا نهار كنخصل معني
I'm going to sleep,و من ناحيت نعس واش كاتنعسّ مسيان
i'm afraid i'm just a couple of comics,كانضن كاتبان مانفوخة شوية
I didn't ask him,ماكانبانش ليه أنا
the other one knew it was too bad,فالأخر عرفت أنهو ماقريش
Let me be the inspiration,خليني نكون مسدر إلهام ديالو
with your money the daughter of your bride,بفلوسك بنت سلتان عروسك
what do we do?,وايه أبانا
"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",هير علله
you don't drink coffee,ڭلس تشرب معايا قهوة
i'm going to go to school for a few months i'm not looking for a piece of cheap land,كانسافر كولا تلت شهور باش نجيب سلعة من برّا رخيصة
this is a way of life,هاد طريق عمرة بزبل
he talked to me for a phone card and a bear,دزل راه تابلوكات ليا لاكارت ديل تليفون ودب
you are new in this house,نتي جديدة فهاد الدار
if you need to go to your head,إوا دبري راسك
God knows what to do,ربي لي عارف أكس بيها
you're old to grow a heart,عمرك ت دير زراعة ديال لقلب
they didn't know where the music would be stressful,ماكانفهم والو منين كاتكون الموسيقى مجهدة
"you've always been present, in my five motifs they don't believe me","راه كنتي ديما حاضرة, ف 5 ديال تجويجات ديالي لي ماصدقوش"
you have a lot of kids,عندو ودنين كبار
I'm gonna pay for the money,راه زايد علينا بزّاف ديال لفلوسّ كيتلب بزّاف
you missed me,غلضيتي
i didn't take advantage,أشنو استفدتي
i can't do this,تا را شبعوني هادرا مايمكنش
you are too late to go from the hole,تعطلي بزّاف باش تبعد من لحفرة
this is a bad smell,هادشي ريحتو خايبة
i think if i start to sell,تانفكّر إمتا أتبدا تخوا دنيا
my wife is changing,دزوجتي ونتا تبدل
i thought you shouldn't be there,قريت بلي راه خايب عليك
go to the truth,سير عطرف بالحقيقة
you are a good worker in the city,وقف راك درتي موظفة كنتي غادي بتمانين فلمدينة
God will give it to you,الله يليگيها لك
You don't want to take me,مابغيتيش تعيط عليا نتخدا
you got a breath on him,جاتك نفس عليه
I told you I went to my house,قولت ليك وجهت ندار ديالي
breakfast and dress,فطر وديزا
i'm waiting for you to sign,كان كيسحاب ليا غادي يحتجّ على دكشي لي وقع
you are too late for anger,تعطلي بزّاف باش تفي لغضب
why don't you want to see him,علاش مابغيتيش تشري معن جداد
he's too much of the money,غايكون خلا بزاف ديال الفليوس
where are you from?,فين كاين لفرماسيان
i will buy the gold,الفياق بكري بالذهب مشري
you don't want to go in there,ماستر تمشيو قدام
we're still back when we're late,بقى عدنا ديما داك نقص بالحنان
And it was impossible,و كانڭول لا مستحيل
where did you explain this?,فين شفتي هادشي؟
what's the matter with me?,واش راجلي هو لي خاصو يدير لي كلخطوط
i offered you what it is,أنا لي عرضت عليك ماشي هيا
Why are you going to miss the car?,علاش سيفتوك ف الكار؟
he's giving birth to a movie,راه سبليوني تولد فلمغرب
You don't wanna do this to me,مابغيتيش ت بدل لعبار ديال داك توني
do you like the money?,فاش كيعجبك تحسر الفلوس؟
God is afraid of people,كايخاف الله يدحكو عليه ناس
your age taught me how to turn,عمرك ت علمني اش ندور
We saw him in French,شفناه بالفرنسيا
it's not good for you,غير بشوية عليك
i made a lot of problems,ثانيت من المشاكل
too many people are having problems,بزاف ديال ناس تراوهوم ليهم مشاكل
they are the servants of the evening,إوا خدام العشية
this is the rule that I will change,راه مبدائي هاد القانون باقي خايتبدل
I'm afraid too much,متخافوش بزاف
I'm too strong to take it from me,قوية تسلف من عندي شارجور
come take your money,أجي تاخود جاإزا ديالك
what is your decision,أشنو هو القرار ديالك
i don't want servants to marry a daughter,ماغاديش يرد خدام عندو يتزوج ب بنتو
i almost want to hide ten,كادڭولي حاجة وكاتخبي عشرة
i will make a lot of money,غادي نڭوليكوم التمان
Happy birthday,عيد ميلاد سعيد
i'm gonna buy me a house or a bunch of bras,مورا لپروجي لي دار ولا فاخور براسو
i will travel in the morning,حيت غادي تسافر فساعة ديال زحم
how do you balance work with your life?,كيفاش كاتوازن بين الخدمة و حياتك ?
how do you know?,"كيف كتعرف, غير 8 صافي نهار تلات"
you mean your meeting,كاتقصد مورا جتماعك
do you want to give me a call?,واخا تحط ليا هادي فتوموبيل؟
you don't wanna leave me too much,عفاك ماتعطلوش عليا بزاف
you've always been in my side,كنتي ديما ف جنبي
I can't help it,راه دارني راسي بزّاف مانقدرش نخدم
what's your best holiday?,اشناهيا احسن عطلة عندك؟
give us your head,قدم لينا راسك
drink a good drink,شربي بشوية
Can you do some pomegranate?,يقدر مع شوية ديال الفرماج؟
you see how to read the music in the day,الباترون كايقرا الجورنال كولا نهار
the hero is one of them,البطل واحد شخص ماكايرهمش
so that they will bless her and her husband,كيباركو المرة و راجلها
did you do the rest of the recording?,امتا ايدوزو و واش باقي التسجل؟
you convinced me,صافي قنعتيني
it's too far for you,بعيد أليك كلشي
if only I could answer my phone,كون غير قدرت نجيب مناكول
i have marriage with you,جا معاك زواج
But he's been here for a lot of hours,و لكن راه دازت كتر من ساعة باش جينا هنا
you are too late to find lemon,تعطلي بزّاف باش تعسّر ليمون
i'm waiting for a phone,غير مقابل تليفون
it's a long time ago,دنيا مراونة تما
Can we offer them full?,واش نقدر نعرض عليهوم كاملين?
it's good for you,داكشي هو لي غاينفعك
this is a fault,عيب دير هادشي
you are too late to turn on your brother,تعطلي بزّاف باش تقلب على خوك
"I'm sorry, after a good time you have one thing","متافقة, بعد لمرة مزيان يكون عندك شي واحد يتيب ليك"
if only I could wanna buy a shirt if i went back to the lady scam,كون غير قدرت ن تارد داك شفار كون رجعت لسيدة ساخا
I'm gonna get you grilled,نجيب ليك هولي مشوي لا بغيتي
what are you doing,واش مشا لحال
I'm gonna kick my uncle's ass in my life like he's gonna kick me when he's sleeping,أنا غادي نركل عمي باش يعيق حيت كايركلني و هو ناعس
you're in peace,خاصك تسالم
what do you do?,الخدمة مزيانة؟
i'm on vacation,أنا ف عطلة
I think that I like the movie.,تانفكّر واش أيعجبني ل فلم.
You don't want to meet her,مابغيتيش تقابلها
I need to take a turn,خاصني نمشي نقلب
I don't think he's gonna join people,مانضنش غادي يوحد هادشي ناس
you don't want to show her,ماغانخليكش تشوفها
out of nowhere,خارج ولا محال
we need one more time,نقص لينا واحد شوية
give me a chance,عطيني فرصة عفاك
Why don't you want a lady to stay with us?,مابانش ليك سيدة كي ولات تهضر معانا؟
I'm too far from her,أنا بعيدة عليها بزاف
this is a dad who has a lot of clothes,هاداك لوالد عندكوم مفاشاش بزاف
my old man was a singer.,راجلي القديم كان مغني.
Let me collect some money,خليني نجمع شويا ديال لفلوسّ
I will go for a walk,غادي نمشيو
I think I'm bored at some point in the day,و كانضن بلي كايحس بالملل شوية فنهار
Have you talked to him lately?,واش شارجيتيه مؤخرا؟
you don't want to stop this sport,مابغيتيش ت وقّف ديك رياضة لي كاديرها را واليديك مزيرين
I don't leave my parents,ماتخليوش الوالدكوم ورت يداربو عليه لا قريوهم
if only i could help you,كون غير قدرت ندايفكوم
Have you tried to do something nice,عمرك جربتي تسيتاحلّ مسيان شي حرد بحال هادي
and ask us to meet,وسلنا لتلاق
I'm thinking you shouldn't pay attention to him,تانفكّر واش ستيلو ماغايتقداش ليه لحبر ديالو.
i will have the rest,أولي شهال باقي ليا
Let's go upstairs in a mountain and let the wise people in the woods know what to do.,نمشيو نطلعو الفوق ديال جبل و نسولو الحكيم ديال الغابة أشنو بان ليه خاصنا نديرو.
you shouldn't be given,مابقيتش باغي ن منح.
the problem is complicated,المشكل تعقد بزّاف
"Excuse me, it's been on the bus?",عفاك، كان قلب على طوبيس؟
i have,عندي
Why don't you read anymore?,علاش ماكملتيش قرايا؟
my grandfather died,جدّي مات
please excuse me,سمحلي والله إيلا صاحبي جاوبتك
i'm gonna take this approach again,ماندينش غادي نعتمد هاد المقاربة مرة أخرى
this bell is a good service,هاد البيل خدام مزيان
i brought you one of these,جبتليك واحد لهمزة
can you bring me to the airport?,ممكن توصليني عفاك المطار؟
Thank you for your time,شكران على وقتك
let's drink from jug,إمكان لينا نشربو من جوج
without seeing him,بلا ما تقابل هبالو
he will have a phone,هايدي ليه تليفون
what did you do in that blank,اشنو درتي ف داك البلان ديالك
I'm still in a hurry and my dad is coming,بقيت كنتسنا فخويا و بابا يجيو
why don't you go to work,خاصك تمشي لشي تبيب
he can't tell,باش مايبقاكس يدرك
They bought flowers and cookies and candy,مشاو شراو الورد و شكلاط و الحلوى
Why don't you want to quit and live your life,علاش مابغيتيش تستقل و تعيش حياتك
we'll be clear,باش نكونو واضحين
You left me alone,خليتيني مخلوعة عليك
I don't think he's changing bed,مانضنش غادي يبدل الفراش
Be cool,كون مهدّن
I'm sorry,ماتعسبنيش عفاك
she's normal at the doctor's and you see her,عادية عند الطبيبة ونتراها
i went to go to work,مشيت سالون ندير لا سير
Have you tried to explain this to a project manager,عمرك جربتي تفسّر لشي واحد هاد لمشروع لي مدير
we are still young to donate,و غادي يجي وقتنا فاش كنّا مازال صغار باش نتبرعو بيه
I'm gonna cheer you up,لمهم توهقتك
Why don't you want to hurt him,علاش مابغيتيش تكوب ليه الما
I'm afraid only of your lord,ماخاف غير من مولاك
You don't want to go with the money clouds,مابغيتيش ترافق سحابل المال
We're gonna wear picks from the corona,ولفنا نلبسو ماسكات من كورونا
this is the same,هادشي كايتشابه
there are new findings,فيها شي اكتشافات جديدة
this is God's book,هادشي مكتاب الله
I'm waiting for you to pay me my money,كانتسنّا فيك ت رجّع ليا فلوسّي
i'm tired,راه شبعت
She's too busy to be a fighter,بزاف تاع دور مخاركين
Is there something in the sandwich that you want to finish?,أولا شي فطيرة ديال تتوت باش نكملو؟
Aah!,آه
i see you tomorrow,نشوفك غدا
he was up early in the morning,كانفيق مع الصباح بكري
he didn't want to go to school,راه ماكايتسنّعش لرحا فلڤيدوات ديالو
go to school,سير المدرسة تقرا
your head is yours,عمرو ليك راسك
I didn't eat the eggs,طيبت البيض باش نفترو
we need to get out of this crisis,خاصنا نخرجوو من هاد الأزمة
my head is yours,أوهني راسك
i'm sorry,عرّم
What happened to you?,شنو وقع ليك؟
especially how old you are!,خصوصا فلعمر ديالك!
i think he's gonna make a fool of me,راه باين ليا خاتحمقني
"it's okay, i want to drink early in the morning",قدا حسني نشد تريق صباح بكري
Don't hide from me,بلا ما تخبّا مني
this is what I'm trying to collect,هادشي لي قدرت نجمع
you have money,مالك فدولي
"i will have a test, if it isn't this good to talk about it, it will come on Thursday",غادي يكون عندنا امتحان، إيلا كان هادشي ليكاتقصد، سيمانة جاية نهار الخميس
we've got him in the air,عمرناه بخوايج
what are you wearing?,أش هادشي لابس نتا؟
my friend will walk and shut up,وا صاحبي سير وسكت
I'm gonna turn the bag,تسنا، غادي نقلب فالحقيبة ديالي
People hated weddings,كرهو الناس العرسات
"Come on, I've been young",هيا عندي مني كنت صغيرة
bless you all the time,تبارك الله عليك ديما فلوقت
i need to talk to you,مزل يجي يجبد معاك موضوع
you gave him time,نتي عطيتيه الوقت
you don't want to make a point,مابغيتيش تدير هدف أنك توصل لداك لبزناس
i built a building,بنيت واحد العمارة و كريتها كاملة
i heard the sound of the girl writing you,كانسمع صوت سوت شي بنت كتبكي
I don't want to buy you guys,مابقيتش باغي ن شري ليك كادو حيت مانتاش راجل
i didn't know what to do,ماعرت شنو واقع ف دنيا
she will come to her,راه ڭلتها ليها
he's a teacher for the people of Kaysno,راه عرّام ديال ناسّ كايزنيو
you tried,جربتو
there is an understanding,زايدة فيهوم الفهمة
he's going to make money,غادي يمشي يجبد الفلوس
i'm sorry,مول دار
where are the turmas,فين كاين الفرماسيان
feel good,حس براسو
We've been going too far,تقدينا بزّاف ديال لحوايج
Maybe we should call a meeting.,إمكان لينا نبلانيو شي جتماع.
Have you been playing this whole time?,واش كنتي كاتلعب بيا هاد لوقت كامل?
You don't want to be close.,مابغيتيش تعتمد ديك المقاربة.
I like the pizza and the puzzles,كايعجبني البزل والحجيات
i can't do this,أوي ممكن سولي
I'm gonna draw a dog's rope,أنا غادي نجرّ لحبل ديال لكلب
"toss, no way","إرم, محال"
I thought he was wet and they started dragging him down from dabba,كانضنّ أنّه مبلوكي و غايبداو إجرّوه للتحت من دابا شوية
They like to play together for dogs,كايعجبو يلعب معا ل كلاب
imagine I will bring them a full day,تخيل أنا لي كايجمعو زبل نهار كامل و هوما فهاديك ريحة لايصبرهم
You don't eat a button,ماتاكلوش بزربة
she went good,غايشيت الخير
where is it good for a beer cup in summer,مكاين ماحسن من كاس ديال البيرة فصيف
i have no idea what he did to her,لكليان خلّص شاسه باش مايديوش ليها لبانكا شي دروب إيلا استعمل كارتا
i'm from Fez,أنا من فاس
she didn't leave her alone,آه مشات غا بوحدها
their special is not to throw a waste,خاصهم غير إلقاو علاش إهدرو
i have eyes on him,عيني فيه و ماقدت عليه
i don't whisper,ماتخمّمش
i have one of them,عندي واحد ليستا
What's wrong with you living dreams,ماشي الخطأ ديالك حيت عندك أحلام فشكل
I'm not alone as an idiot,تخغاني غير بوحدها كلحمقة
i will tell you what to do,أنا غادي ن حدّد ليك أش خاصك دير
what do you want to do for a test?,أش غايوقع فل امتحان?
i will take your shift,دابا جات نوبتك
or do you mean go out?,أو بيتي تقصد نخرجو؟
go to the mirror,زيد الخل على المراية
go to the election,سير سوت ف الانتخابات
give me your hand,عطيني يدك نعاونك
i'm waiting for you to kick me,كانتسنّا فيك ت ركلني
the food is too bad!,الماكلة عنا خايبة بزاف!
I'm going to go crazy,أنمشي ل سوق نتقدا
I liked my head like this,أنا عجبني راسي هكا
i thought i will focus on the village,كان كيسحاب ليا غادي كايركز على قريتو
you always dont tell me,ديما كاتقمعني
who are they?,"موهيم, فعلا, هاد لبوطون لحمر لكبير كايبان زوين"
i started learning turquoise,بديت كانتعلم البرطغليا
they have drums,هيد ليهم طبليات
I've run hundreds of rounds today,راه درت المئات ديال الدورات اليوم
i'm gonna have a baby,ماربيتش ولادي على الكدوب
What did you have to do with me?,اشنو علاقتو بيا؟
if you're gonna miss something that's good enough to drive,إمتا غادي ت نتاقد شي حدّ يستاهل لنتيقاد
without hurting her,بلا ما تشدّها حسّكا
tomorrow morning they forgot about you,غدا صباح ونسوني ليك
if only I could quit my job,كون غير قدرت نستقل من خدمتي
i went to school in french and english,ملي دخلت المدرة وأنا كانقا الفرنسية واللنجليزية
Have you ever tried to collect anything at sea,عمرك جربتي تجمع باش تشري شي دار على البحر
I'm gonna check on this guy,أنا غادي ن نتاقد هاداك المحاني
i want to talk to him,ڭوليا دابا لهدرا ديال سه
You know what?,عرفتو شكون
I'll take a turn,تطبل مدورة
Why don't you want to rest?,علاش مابغيتيش ترتاح مورا هاد سفر لي عياك
the mother is 96 years old and nearly 100 years old,وا هو راه صعيب تهضر معا الوالدة حيت عندها 96 عام و تقريبا صمكة
I can't risk,مانقدرش نغامر
if only I could wrap him,كون غير قدرت نبلوكيه
he's still working,مازال مالقاش للخدمة
it's too much,كماه بزاف
I've had it too many times,كناخدها بزاف المرات
take it from me,تمها ليا من بالي
Why don't you go?,واش مامشيتيش؟
i'm clear,صافي غير خودها
I took you too much,تخلعت عليك بزاف
this is a lot more than a measure,راه درامتيكي هاد ديري كتر من لقياس
"i meant regular chips, excuse me",قصدت عادي الشيبس، سمح ليا
You know how to play games and music,كايتعلم يلعب شي ألعاب وسيقية
"i'm good, thanks",أنا مبرع، شكران
"I mean, they make a lot of good stuff.",كايعني أنّها تصنعات مزيان.
I'm working,غادوي ندبر فخدمة
And if only i didn't have time to send her back,واخا كنت كانڭول ماعمري نزعم نعاود ليها
I'm looking for a coach,كاتند أتنوض مدربة
be seven and be me,كون سبع و كولني
it's okay,ماشي موشكيل
he is too old for a book,راه قديم بزّاف هاد لكتاب
"in every case, that's enough for me.","ف جميع لحالات, هادشي كافيني."
when will he return,عمر داود يعاود
i was my friend,أنا كنتسنا صاحبتي
do we have group therapy,أيخصان نديرو علاج نفسي جماعي
then,عندها
this is the one that isn't cage,كايبنيو واحد لا كاج
you are too late to start reading,تعطلي بزّاف باش تبدا لقرايا
long story special time,قصة طويلة خاصة وقت
the sweater is big and the dead are gone,الكنزة كبيرة والميت فر
he knew his parents and they found their head,علم واليديه و وجدو راسهم
Are you interested in this?,هادشي موتير للإهتمام؟
you are too late,تعطلتي بزّاف باش تقايد ف هاد ل فورما
I dare you to talk to him,نتحداك ت كلميه ملي يكون منيرفي
he's done his job,وڭفوع على خدمتو
how long have you traveled land?,ماعمرك ماسافرتي برا؟
this is good,ماديرش هادشي
Have you tried to honor a project like this,عمرك جربتي تشرّف على شي مشروع بحال هادا
i still have a lot left,مابقا عندي والو
what are you doing?,مامولفش
if only I could rule the world,كون غير قدرت نحكم العالم
i didn't want them to sit down,مشيت لهمام نتكسل
the last day of this month,آخر نهار ف هاد الشهر
i'm gonna go to bed,كانسوڭ أي طونوبيل
she's dying from the lie,تبت من الكدوب
I don't want to eat this food,مابقيتش باغي ندوق هاد الماكلة كاتعيفني
i didn't think you'd turn on me,علاش مافكرتيش تقلب عليا
Uncle your troubles,فوك مشاكلك باقدة
I'm good at eating,مذغ مزيان الماكلة
"Okay, I'm waiting for him and I'm not talking.","أوك, راه ورّكت عليه و ماكانش الصوت. نجرّبو لغوات?"
what are you doing,فاش سولك
i thought that we are not gonna do it,راه الكيت ماكينا سالا ليها لونكار
you are too much to eat,طونوبيل كسيرات فالأوتوروت
you tried to get rid of the poor,عمرك جربتي تخلي على المسكين
his father went to the house after his name,إتزاد لوالد بعدا ب سميتي
"hello, uh, i feel very worried.",سلام، آه كنحس بلي مقلق بزاف.
He's in the middle,فيبراير
it's cold,جاني البرد
go make fun of what they are,سير تسخر ماهوم
Have you tried to get to know him,عمرك جربتي تعرف عليه را درايف
I'm gonna plant one for him,أنا غادي نزرع ليه واحد العدو
he is new to this street,حل ريسطو جديد ف هاد الشارع
"After they teach the service, I can't survive",بعدا راهوم علمو الخدمة أناني مانقدرش نجي
are you okay?,واش نتا بيخير ?
the boss is not there to think about,مدير الولاد غير هكاك مامفكر في مسأوليا ما والو
i can't understand right what I'm doing,مكنفهمش بصح اشني ايخاصني ندير.
immediately eat a stick,بحالا واكلة لعصا
i will take them,مشا لهال عدا ناخدهم
I've come to have one for both of us,جات عندي واحد لكليانا
Why don't you want to turn me into a bed,علاش مابغيتيش تحوّل ليا ديك ناموسية فديك لقنيتا
no mints?,بلا نعناع؟
you are too late,تعطلي بزّاف باش تعلم تمتيل
I met her in the alley,لقيتها تايحا ف زنقة
take me to my brain,خودني على قد عقلي
we don't like it,عندنا لا بيسين لينا بجوج
I'm gonna hold you,أنا غادي نعنقك
i went to buy a kitty for Christmas,مشيت نشري شي قطوات على قبل العيد
this is six and five sections,هادي ستة و خمس قسم
he is nervous,راه متعصب من جبيلة
my sister is still alive,أختي مزال ماكاين والو
come and don't drown you,أجي ولا نغرقك
after this,من بعد هادشي
I'm good for the Moroccans,ناسب على المغاربة
Why don't you wanna pry from this guy,علاش مابغيتيش ت نقّز من هاد لبالكو راه قريب لرد
she's funny to all the family,داكشي علاش هي ممتعة لجميع أفراد العائلة
I was strangling you,أنا كانتخنق في جنبك
How old is your brother?,شحال فعمر خوك؟
What's the best meal you've ever had?,شنو أحسن وجبة كليتي ف حياتك ?
we can still go to my phone and work with Google,مازال نقدر نخرج تيليفوني ونخدم بجوجل
I will return to you from the beginning,أنعاود ليك من لأول
give me a day,نهار لي بغيتي
I'm going to be happy,جا ف نص ديال شريع
i want to get lost,بغيت يتيه الج
you understand me,كاتفهمّ فكولشي
"Don't eat, I lose",بلا ما تستوكي الماكلة أتخسر
she will have you,غان تمتاك
fear is good,خوف تمان كل بياس
no taxi,بلا ماتش تاكسي
go sleep tomorrow,سيري تنعسي غدا فيكري
i will not have time,غادي غير يدوز بيك الوقت
if only I could keep my baskets,كون غير قدرت نحافظ على سلاتي
if only i could call,كون غير قدرت ن دعاف
why don't you want to answer the phone,علاش مابغيتيش تجيب الدراري
if only your parents didn't raise you,حتارم واليديك را هوما لي رباوك
thank you very much,صافي شكران بزّاف أنا جايا
i'm going to change the color,نتا غادي غير لور لور
he is happy at times,الفقيه سعد على مراتو فدار
"After what you have to do, you can't do it.",من بعد كاينة ديك روند-بوانت وماغاديش تقدرو تزغلطوها
cover your head,غطّي راسك ب الزّيف
my phone is encrypted,تليفوني تشفر
why don't you just laugh at me?,ولّا تاتڭول داكشي غير باش تضحك عليا?
On the side of the bride's family you will kiss us well,من ناحيت عائلة العروسة ستاقبلونا مسيان
he will come with him,راها دابا توحل معاه
I dont want to see him with me,مابقيتش باغي ندويه راه محتس معايا
we tried a new thing that was childish,جربنا ماكلة جديدة كانت بنينة
his favorite son,راه ولدها المفضل
don't give it to you,لايعميها ليك
if only I could comfort my life,كون غير قدرت نزين حياتي
he's waiting for me.,راه دوستور عليا.
the activity exists,و النشاط موجود
that's a waterfall,هادوك شلحبية
i want to come without sugar,بغيت أتاي بلا سكر
I want to ask you,بغيت نسولك
I'm waiting for you to save me,كانتسنّا فيك ت ريزيرفي فشي أوتل بتامان زوين
"What do you want me to do, but everything you like?",شنو الحاجة لي ماكاتحملش ولكن كلشي كتعجبو؟
"Actually, it gives me a lot of ideas over the costumes and the costumes!",فالواقع كايعطيني بزاف ديال الأفكار على تزيين وعلى الأزياء!
i have a kid to give you numbers,فتي عليا هادوك ل أرقام
i asked for juice,بغيت عصير
i'm waiting for you to buy a company,كانتسنّا فيك ت موول شي شركة باش تزيد لقدّام
he will never read it early,ميساج ماعاديكس يقراه بكري
forget him from your life,نسايه من حياتك
i swear to my father,حلفت برابي مايجي
other than me and him,غير أنا وياه
I've been seeing people in the pool for two days,كنت كنشوف ناس حدا المسبح لمدة ديال يومين
