src,tgt
أنا فصحي,i'm at hsini
تا واحد ماغاديش يجي ورايه,No one will come after him
سمحلي ماكنتش فهمتش شنو كاتقصد,Sorry I don't understand what you mean
سكت فمك,shut your mouth
علاش غادي نبان؟,Why would I be ashamed?
بدا ليا كايحسّ بلي كتعني,I start to feel heavy
راه حيت هاد الحشرات حايين,these insects are alive
أنا غادي ندير ل ستيورد إيلا داز,I'll grab the stewardess when she passes
لقيتي شي طريقة باش نڭولها ليك هنا,find me a way to told here
كون غير قدرت ن هدّه,if only i reassured him
سير عند القهوة و دور,go past the coffe shop then turn
باش تقدر توصلني,so you can drive me
مابغيتش تفكر مرة أخرى,I don't want you to think again
راه عارفة نيويورك من فجوج,she knows new york like the back of her hand
راه جوج شهور رجعت من الحبس,its been two months i returned from prison
ماكانسمعش مزيان,I don't hear very well
خليني نتحكم,Let me  be muscular
أنا غادي نڭوليك,i will tell you
مشيت ليه,i went for him
شفتيني,you saw me
كانتسنّا فيك ت طلبني تعاوني,I'm waiting for you to ask for my help
عطيني الخبز,give me bread
واش حدبتي مع الممرضات و الطبيب؟,Did you talk to the nurses and the doctor?
خلي تيليفونك و سير قرا,put your phone and go study
إمتا غادي نجلس,when will we sit
عجباتني البيكلة,I liked the bike
كايزرايو الخضرا ف جردانهوم,they're planting vegetables in their garden
ماعنديش قريبة بيها راه مريضة,dont close to her she is sick
حنا فمك,Watch your mouth
سفت ليا شي ميساج,send me a message
أنا غادي ندير بلي أنا غني,i will pretend i'm rich
خروجونا من هنا!,Get us out of here!
تران غايمشي من 10 دقيقة,The train leaves in 10 minutes
هاد البلاصة كاينة فبلاصة ديال المحل,this place is in front of shop
واش سمعتي المتحف الجديد؟,did you hear about the new museum?
واش داكشي علاش هادا مشهور؟,Is that why it's so popular?
ماشي عندك الخجل,you dont shy
خاصني نشري دوك ليبور جديد,I need to buy a new notebook
راه مشكوك في الجريمة,he is suscpious in the crime
أنا غير نقتيّس,i'm only cleaning it
راني كنت قردت تلاتة ديال مرة,i vomited three times
عندك بزاف ديال لوراق باش توقع,you have many papers to sign
عيط ليه غادي يدير كلشي,call him he will take care of everything
أش كاتحاول دير؟,what are you trying to do?
خليني نمشي على رجلي,let me  go on foot
خليني نشري ليك البز,Let me buy seeds
كانخدم فسبيتار,i work at hospital
أكتر من الأرانب!,More than rabbits!
كل نهار كانخسّن دار,everyday i clean my house
ماتبليش تسوڭ,dont film
سمح ليا، كانقصد موضوع,"sorry, I meant theme"
أنا حتى ماعرفتش أش هادشي.,I don't even know what it is.
ماتكليش مسخون بزّاف,dont eat msakhn too much
واش كايسفتوك,do they send you
و غادي تشفّي إيلا بغا الله,and she will heal if god wants
بحال زلزال,like a quake
كان صعيب!,It was hard!
هي بنت زوينة,She is a beautiful girl
آه، خاصنا نسرجو.,"Yes, we must hurry."
كاندير شي حاجة بسهولة,i do anythng with ease
بغيت نشري زيت زيتون,I want to buy olive oil
نلعبو 10 درهم,we play for 10dh
عمرك تكون شي طوطا,you will never be a moth
20 نقطة,20 points
كنت حبس ف الانسحاب مع الباترون ديالي!,I was stuck in the lift with my boss!
قطع بالمقص,Cut with scissors
راه هادشي ماكانشوف,this doesnt fulfill
كانتسنّا فيك ت قسم فلوسّك معاهوم,I'm waiting for you to split your money with them
كان كيسحاب ليا غادي يديب على ولدو,i thought that  he be harsh on his children
كانت كاتسايب دوا فالصوص,she made meds in soupe
كانڭول ليها غير الحقيقة,I only tell her the truth
ولكن هادشي غادي يكون عيد ميلادي، ماشي لحفلة ديالك,"But it's supposed to be my birthday, not your party"
ماكانعرفهمش,i dont know them
طونوبيل ديالي ماكاتخدمش,My car isn't working
عفاك عيط ليا,please call me fast
النظام قديم بزاف.,The system is so antiquated.
عمرك ت تبسّل بشرتك بحال هادا,you should never soften your skin like this
شنو أحسن حاجة درتيي؟,what is the bravest thing you ever did?
كانت صدمة كبيرة ليه,she was a big shock for him 
باش تاتشوف البلاطات خايبة,so the tiles wont look bad
راه عارفة حدّها,she know her limit
كنتمشي س5 و كنتفكر ف الأستقبل,we end s5 then we think ahead
واش واجهتي نهار خايب؟,Have you had a bad day?
كايفيق ملي كايبقى,he wakes up angry
أنا غادي نحاول معاهوم,i will try with them
أنا غادي نخرج من زبانه,i will have clients
أنا غادي نستمر فالقسم,i will be active on class
نتا لي كايساكن فيهوم,you baby sitting them
كانتسنّا فيك ت عجبك لڤيديو ديالي,i'm waiting for you to like my video
خاصك تسولنا على راي ديالك,you need to ask us for opinion
راه كايقمر بزّاف,He's been gambling heavely
كانعيش حدا البحر,I live near the sea
واش نتا من أمريكان؟,Are you from the U.S.?
تستفيد من ماضيك,benefit from your past
كون عادلا مع ولدك,be fair to your kids
عطيني ليا داك لفرة ديال المسام,give me the nail clipper
إمتا غادي ت قدي هاد الورد الحمر؟,when will you pick those red roses?
أوه؟,Oh?
غانلاقاه غدا,I'll meet him tomorrow
سمح ليا عجزتك,forgive me I did make you tired
ربع و ربع,quarter past
مخبّا فشركة ديال صاحبو,he hide in his friend entreprise
ماخاصناش نتعاملو معا بعضنا,we don't need to act to each other
خليت ليا المروحة,I left the fan on
جربت هاد ريسطور,i tried this resturant
غادي نسرق شي محل ديال المجوهرات,we will rob a jewellery store
كوبون حمراء كايكمل شي واحد,a red jacket compliments any outfit
ناسّ خاصهم يشترو باش ياكلو.,People necessarily have to buy to eat.
ماكانقدرش نصدق,i cant believe it
عمرك ت خاف من هاد المناسبة,you should never be scared in this occasion
واش مشات ماما,did mom go
أشمن نوع ديال الوقت مزيان لي كنتي ف الڭال؟,What sort of good time did you have in mind?
واخا أجي,okey goodbay
كمل الخدمة,he finished his job
دارنا ولا الخدمة,our house or  hardwork
علاش مابغيتيش تفرج ديك كتاب,why don't you want to falsify this book
واش عندك,do you have
أنا شنو بغيتيني نخرج بيه ماعنديش شي حاجة نخرج بيها,I what do you want me to take out I don't have anything to take it out with
كايلبس بزاف,she wear nice
بغات تفر من هنا,she wants to flee
عمرك جربتي تحارب شي واحد كبير,Have you tried to fight a bigger person
هاد الخدمة ماكاتخدامش,this work isnt efficient
بغيت واحد القط,i want a cat
واحد لولد سدّ ليا طونوبيل,a young man closed my car
كون غير قدرت ن تصوّم ولكن راني راني كانحسّ,if only I could vote but im bribed
كايشري و كايبيع,he buys and sell
كنتي مخطئة,you were wrong
مثالي!,Perfect!
عيط البوليس,call police
ولا نڭولها نتا كاتجيبهم يديرو,Or should I say that you make them make!
أنا غادي نجي نحط لير!,I'll grab the rabbit!
شوفي كيفا هاد الرجل.,Look at the behaviour of this man.
نهار ديالي كان خايب.,My day was awful.
خاصني نشري جوج جديد ديال السر,I need to buy a new pair of pants
غادي ندير عرس,will organize  a wedding
غادي نفكر فين نغان هاد الليلة.,We'll figure out where to sleep tonight.
هادي واحد لاسباب آخر لي ماكيعجبنيش الطيران!,That's another reason I don't like flying!
نقدرو نديرو شي أتاي شوية باش تسخن!,We can make a little tea to warm up!
كاس ديال زرعة ديال الكتان,cup of seed of ktan
كون غير قدرت نڭول عليه,if only I could gaze upon him
ماغاديش تجدني حتى الفجر,you wont find me by fajr
حاولت نضحك,i tried to laugh
عارفة,goodbye
عندها,she has
كان خويا,he were also my brother
على خدمتي,for my work
آه، هادي السلسلة ديال الماكلة.,"Yeah, it's the food chain."
هادي تقريبا عام هادي كانو نتلاقاو,we've been dating for nearly a year now
واش راني كنتيفت,did i hang up
أنا مبتد.,I'm a beginner.
فهمت,I get it
هادشي.,That.
واش كاتعجبك الكاراكو؟,are you into karaoke?
سخيف,ridiculous
كون غير قدرت ن حاز هاد لوراق,if only i had those papers
خاير,easy peasy
ماعنديش شي حاجة,i have no appetite
أنا غادي نمشي عند خلتي,i will go to my auntie
ماعنديش فكرة,I have no idea
هادي مدة هادي ماعمرنا شي ليلة ديال البنات فالعيان,it's been too long since we've had a proper girls' night out
مالك مالك,whats the matter with him
هادشي زوين,this is delicious
سلمي على ماماك,pass my regards to your mom
كانتسنّا فيك ت كشف شي سرّ,I'm waiting for you to expose a secret
أنا غادي نخلط جوج ديال لعصير,i will mix two juices
غير ف,just fo
علاش مابغيتيش تسولني,why you dont wanna ask for me
يالاه نرتاحو,lets go rest
كون غير قدرت ن سدّ داك لكلب,if only I could poison that dog
خاصك تكون فرحان بزاف بشوف بنتك,You must be really happy to see your daughter
كنتي عارف هنا قبل من إيلا تخلّص,you knew here before hand
سير عبد الله,go worship god
كون غير قدرت ن حمي راسي,if only I could protect myself
جيب ليا شي حاجة باش نملوها,bring me something to fill
ماعرفتش سميته,I don't know his name
بلا ما تسرّب ديك لمعلومة,Don't leak the infos
واش كايدير البردة على وجهي,Does it make pimples pop on the face 
راه تخلاتني راجلتي,my wife left me
"بحال شي وحية من الله. دارها صاخبة, ماعرفتش, ماكيعجبنيش طيب مسامان ب الجهاز الكهربائي.","As if it's a revelation of God. It made it stiff,I don't know , I don't like cooking msaman with electric appliances."
خليني نتقلب على المشكل,Let me look for the problem
علاش نتا اليوم بحال هادي,why are you like this today
واش نتي متأكد؟,Are you sure?
ديبان ديفان ليا ديبان ليكسّر ليه شي لور,the defender's sliding tackle saved a potential goal
كايكتبو تقرير,they written a report
ديما مزيان يكون عندو شي طبلا بلا لحم,Its always good to have some meat free dishes anyway
مابقيتش باغي نتوقف على التموڭ,i will not stop smoking
أشنو التطبيقة لي كايخدمو ف التربية,which application we use for education
غير خليها حتى تكون خفيفة و كريمالية و خليها ف كاسير مع الجروط، سيلري، شوية ديال العربة و غطيها ب الحاج,"Just sear it until its brown and caramalised then put in a casserole with carrots, celery, some seasoning and cover with stock"
واش عمرك تفكر فاش التكنولوجيا بدلت طريقة ديالنا ديال المراسلة؟,do you ever think about how technology has changed the way we communicate?
هاد البراسيون جدادين,this new brushes are handy
كيتلة ديال الأتاي,tea kettle
علاش كتهربتي,why are you in a rush
أوه,oh
كان كيسحاب ليا غادي تكوني تما,I tought that you will be there
مامتأكدش واش كنت كاتفكر,I'm not sure I remember it
"سمح ليا, ماسولتش كيفاش كان نهارك?","Sorry, I haven't asked how your day was?"
كانحط المنتجات فالفريج,i put gorceries in fridge
تا واحد ماجي لحفلة,no one has show up for the party
عمرك ت خليط البنزين مع الحريق,you should never mix petrol with fire
كانتسنّا فيك ت تعاون شي حدّ من الموت,I'm waiting for you to help someone fro mdeath
واش هادشي صعيب عليك,is this hard for you to do
ماتبقاش تخليني ولا غانحشّ,dont leave me or i go mad
ماغاديش نموت وفادار,i will not die faithfully
نتحداك ت دفّد راسك,I dare you to warm yourself up
أنا غادي نستوي هاد التريكو,i will fix this shirt
ماتسلفش باش تشري شي لحم,dont borrow to buy sheep
سدّو ليا,They have rusted for me 
ختي دير هادشي,sis do this
أسيدي,Mr.
تعطلي بزّاف و دارك صافي, you are too late too clean floor
شكران على سؤال البيبي,thanks for asking babe
قلتي ليها تخدم,you told her to work
عندي شي حاجة حسّاسة لي بغيت نحافظ عليها,i have some delicate items that i'd like to keep safe
كنت ناعس فلبيت,i sleeped in my bed
نتا غاتكون بحال هاداك,you will be like him
ماشي مزيان تكدب,it's not good to lie
ماعرفتش كيفاش نطيب,I don't know how to cook
هادي كادوزو,They're almost grown now
راك عنيت,you are stubborn
للأسف، رطوبة كيعزف عليا,"Unfortunately, the moisture is playing tricks on me"
واش ماكاتشوفيني كانهضر,dont you see me talking
جيي تعشا معانا,come dine with us
غادي خاصني ندير شي تحليل,I will have to do some research
ماتحاولش الموت,dont desire death
ڭلت ليا كولشي,she told me everything
سير ناعس,Go to sleep
مالك ماكترفتنيش,why are you not respectful
المعايير ديال نجاح,criteria of success
ممتاز.,Perfect.
تانفكّر واش نعطّو لوليد الحلوى,Do you think of giving the kids candies
راني كنت حزمت كولشي لي كانخسر ليا ف المطار,i packed everything i'm waiing for my suitcase at the aeroport
عيط ليا,call me
مساء الخير أليها,good evening wife
ماشي هو لي كايقراها، هو لي كايعقدها.,He's not studying it; he's the one complicating it.
عندي مشكل صغير ف فهم المعادلات ديفرينيال,I'm having a little trouble understanding the differential equations
ماعمركش تقدر تحدّد ليك ف هادشي,you're not able to take time to think about it
تليفوني ماعندوش العربية,my phone doesn't have arabic
خاصك تحمّل راسك,you need to take care of yourself
كان كيسحاب ليا غادي يدي ليا شي جريمة,i thought that he will commit a crime
واش كاتسافر على الخدمة ولا على واحد السياح؟,Do you travel for your work or a tourist?
نسيت كلشي,i forgot everything
غادي نخرج الفيسبوك,I'm going to uninstall facebook
سير الخدمة,go to work
و ماعطاتناش,and she didn't give us
شنو هو رقم ديال تيليفون,what's the phone number
كانتسنّا فيك ت تسخّن راسك,I'm waiting for you to warm yourself
مزيان شحال كايبقى,its good how much price
الصندوق كايعتمد عليه.,The box depends on it.
أشنو أغنية كاتعجبك تسمع ليها ملي كايطيب؟,what songs do you enjoy listening to while cooking?
كايبان هاد الخطة مزيانة,That sounds like a good plan
راه خاصك تبدا بلتسوال,you have to start by asking about it
كون غير قدرت ن عقد عليك,if only I could invite you
خليني نجيب ليك نباتات,Let me get plants
داكشي علاش كانسمع ليكم ديال الروك ديال البوب ديال لڭليزي,That's why I'm listening to the good English pop rock
مانضنش غادي يحتفظ ب لحوايج,I dont think  he will perserve clothes
عيني دروني هاد الصباح,my eyes hurt this morning
مانضنش غادي نتمتع هاد العطلة,I dont think i will enjoy this vacation
جدّي ماكايحضرش بزاف,my grandpa doesnt talk much
واش مزيان ولا خاصني نتوقف,is it good or i need to stop
أنا غادي ندافن على هاد الماتش,i will defend this match
سخون الما و نتا تما,boil water while you're there
راه متوافق هاد الراجل مع بنتي,this man is compatible with my daughter
سير عند عمك,go to you uncle
كيفاش كايبان ليك غادي ت دير لامتحان ديال ماتس ديالك؟,How do you think you are getting on with your Maths exam revision?
علاش مشيتي لتما,why you did go there
واش نتا مريض بزّاف,are you too sick
"وخدمة ليك, خاصة","and working for you, in particular"
هادشي حاير حايب,this is sad what happened
ماعنديش شك,I have no doubt
ماتخيلش بزّاف,dont imagine too much
غايذبحو البقرة فالعرس,They will slaughter the cow at the wedding.
خاصها تخرج من المستشفى,she needs to leave the hospital
راه متزوجة,she's married
كانحسّ بيك,i feel you
الوسّي كانوّل ليك اجتماع ل ناسّ خايبين,the broker set meeting for bad people
بغيت نبني قلعات ديال الرمال، ناكل لوليس، نمشي نتسلّل.,"I want to build sand castles, eat lollies, go on a hike."
واش كاين شي ربح ف هادشي,is there some profit in this
الناس كايبغيو غير يشترو,people only care about buying
أنا غادي نعوت ليك هاد الدراري,i will scream to this boys
شحال ساعة دابا؟,What time is it now?
راه قريب هاد المطعم,this restaurant is close
عندي واحد سؤال,i have a question
تخيل,imagine
كايخاطبو فكلشي,they were wrong about everything
ماتمشي تبرز,dont bother
سمح ليا شفت ليك لور,sorry i took your ear
راه كايخونني,he is cheating on me
آه، مزيان دير شي حاجة أخرى من غير تشوف التلفازة,"Yeah, it's good to do something other than watching TV"
كانتسنّا فيك ت دير شي خدمت مزيان,I'm waiting for you to work a good job
و هو مجاني!,And it's free!
بصمات ديالي قذرة,my fingerprints are dirty
نهار طويل,it was a long day
خليني نشوفو الصور,Let me show him photos
بلا ما تخلص كتر من هاد التمان,without paying more than the price
جيت صباح,i came this morning
غادي نكون بوحدي فبلاد غريبة,I'll be all alone in a strange country.
توموبيل ديالك زوينة,your car is beautiful
بصراحة نتا تحت لجهد,Basically you are under stress
المغربيين كايكولو كسكوس كولا جمعة,Moroccans eat couscous every Friday
خليني نخرج من البيت,Let me get out of the room
باش تبرد الحرارة,to cool down temperature
دير دوا,do medcin
كيفاش غانفيق,how I'am gonna wake up
كانتسنّا فيك ت دير شي ولد,I'm waiting for you to make a baby
عفاك عطيني كاس ديال الما,please give me glass of water
راه نجاح المشروع ديالنا,our project succeed
كنت كانسنّا فيك,i was wating for you
تعطلي بزّاف باش تحافظ على هاد الدراري,you are too late to save the child
نتا باهر بزاف,you're very smart
كنتسنا فيك,i wait for you 
عندي حمى ديال الحب,i have love fever
علاش درتي هادشي,why did you do this
فين مشات,where she went
ماتبعدش الخدمة ديالك غدا,dont postpone your work for tomorrow
كانو كايسكنو تما و كايلوڭو ناسّ,they lived there and painted people
كانو شيروت ديال الجمهور كايجيو فالمستاد كامل,the crowd's cheers were imprssive throughout the stadium
شنو أحسن فكرة عندك على أي وقت؟,what is the best idea you have ever had for a business?
ماغاتش تبغي تحدّث,she doesnt wanna talk
تليفون ديالو ماكايخدمش,his phone isnt working
مابغيتش تيرسو القديم,i dont want the old shirt
إوا العشية كاتجيب مزيان,so eveyrhting go well
راه طويل مني,he is taller than me
بدتي قريتي,you started studying
هادا تاحة,It's a blackboard
ماعندوش بزاف ديال صحاب,he doesnt have many friends
بشحال بغيتي؟,how much do you want?
شكون هادا؟,Who is that?
سلام,hey 
واش ماعندكش العربة سيد جيمسون؟,Do you not like Mr Jameson?
عمرك ت ضرب شي واحد شاب,you should never hit a young person
على كل حال,either way
"أنا, نهار ديالي كان ممتاز.","Me, my day has been excellent."
شرف ليا,it's my honor
ماعرفت فينما كايمشي,i don't know where they go
تانفكّر واش نتعامل معاه,I think of faceing him off
نتحداك ت حدد على علاقاتك,I dare you to tighten your relations
كايسلفني بزاف ديال فلوس,i borrow a lot of money
نقدر نكري شي بيت ولا نحجز شي بار؟,can I rent a room or book a bar?
كاتفكر فالمحاس,you think deeply
سلام عزيزي,hey my love
واش نقدرو نتحداو كيفاش الموسيقى ديال التسعينات ديما غادي تكون أحسن؟,can we talk about how music from the '90s will always be the best?
كايحسّ بيه مزيان بزّاف,He feels much better
شري ليا الكورة ديال عيد ميلادي,buy me ballons for my birthday
مشيت نتمتع,i went to have fun
ماتفرزش عليه,don't force it on him 
ولا شي حاجة خاصة، غير روتين لي ماكيسعدكش؟,"Or nothing special, just the routine that doesn't satisfy you?"
راهلي راسك,prepare yourself
فين خدام؟,where are you working?
دير تمريناتك,do your exercices
راك عارفة رد,you know the response
كانتسنّا فيك ت بلاكيو ليه,I'm waiting for you to block him
يدي كايعطيني,my hand gives me
عندي تيسير,I have a high blood pressure
ماكاتكون تا حاجة,nothing happens
شهر مارس,march
أجي تزوج,come on get married
ماتخليش عليا,dont let me alone
أنا مزيان,I'm fine
بلا ماتحاول تبدل عقول ديالو,Don't try to change his mind
إمتا غادي دير ليا الخدمة ديالي,When are you going to do my job?
الحب كايجيب بينهم,love is reciproque between them
مدهشة.,Amazing.
علاش مابغيتيش تبقى تخلص فالفلوس بزاف,why don't you want to stop spending too much money
علاش تبرز؟,Why bother?
واش تقدر كتب ليا لادريس,can you write my adress
أنا كهنّا ماكانڭولش,I swear I'm not lying
غايغدا معانا اليوم,they will have lunch with us today
تعطلي بزّاف باش تخلّص داك الفرصة, you are too late to cease this opportunity
كانشوف هاد نهار ماشي طبيعي,i see that this day you are not normal
أنا كانسبح فالبيسين,i'm swimming in pool
ماعندكش أهمية,you dont matter
راه جيني هادشي,this is genetic
عندك صوت قوي مزيان.,You've got a good strong voice.
دماك خاصك تاتسابق,your blood should match
شحال من هواية,heavy rain
تعلم شنو تقول,learn what to say
نتا كاترق,you jump
لي غايزوجك,the one who gonna marry you
كون غير قدرت نترق,if only I could get promoted
فين هانا,where are we
أش باغي نڭوليك,what do you want me to tell you
مايو,may
عاود ليا أش وقع,tell me what happened
سمح ليا على هادشي لي قلت ليك,sorry for what i said
واجه المشاكل ديالك,face your problems
واش كانحضر مع السيد خالد؟,Am I talking with Mr Khalid?
بلا ما تسخين دار,without heating the house
المعلم سفت ليا,teacher sent it to me
كانشعل شي شمعة,i'm lighting a candle
عط و خدي,give and take
كان عندنا وقتا ممتعا,we had fun times
واخا نمشيو,okey let's go
ماكرهتش تغنّي ليا,i wish if you sing for me 
كولشي عندو حل,everything has a solution
واش ماغاديش تمانع؟,You wouldn't mind?
هي خبيرة,She's an expert
علاش ماكتهاوبيش تيليفون؟,Why you don't answer the phone?
نتا جاوبتيني,you answer 
واش كيعتقد بلي ولادنا غادي يصدقو القصايا ديال سنين ديال صغرياتنا؟,do you think our kids will ever believe the wild stories from our childhood?
ماتكملش,don't eat it
خاصني نڭولها,i need to look it
تعطلي بزّاف باش تفكّر,you are too late for thinking
هي واحدة منا,She's one of us
عمرك تبدا شي شركة خايبة,you should never start a failing business
كانتسنّا فيك ت فرحت واليديك,I'm waiting for you to make your parents happy
ديري لي قطتي,take what you dropped
ماعرفش تعريف ديال هاد الأيا,the definition of this aya is not known
كل نهار كانغسل الأدوات,everyday i wash utensils
واش ناعس مزيان,do you sleep well
كان كيسحاب ليا كان كايبان شوية نفاخ,I thought it was looking a bit swollen
أنا ماشي مخيب,i'am invisible 
راه ماعرفش,he doesnt know
خليني نلهموهوم,Let me inspire them
عندك فلوس,you have money
واخا,sure man
غير غير غير غير تقاويم,arbitrary
ڭلس نڭلس معاك شي قهوة,sit drink with me a coffe
كانمشي كل نهار تلاتة باش نحضر سلعة رخيصة,i go every Tuesday to get cheap goods
راه قشّر هاد البلاصة,this place is dirty
سمحلي البلوتة ديال تيليفون ديالي و دابا,I'm sorry my phone card got block and now
نتا جديد فهاد دار,you new in this house
ديرها راسك,deal with it yourself
الله وحده كايعرف شنو كاين,only god knows whats going up
عمرك ت دير زرع القلب,you should never do heart transplant
ماكانفهم والو ملي كايكون الموسيقى بزاف,i understand nothing when the music is so loud
"ديما كنتي تما, من قبل خمسة زواجات لي فشلتوم","You have always been there, through my 5 previous failed marriages"
عندو الأذنين الكبار,He has big ears
كايحصل على الفلوس بزاف,he gets too much money
زادتي وزن,you gained weight
أش كتعلمتي,what have you learned
راه كايهدروني,they insulted me
تعطلي بزّاف باش تبعد من هاد الحفرة,you are too late to avoid the pit
هادشي كايبخ,that smells bad
تانفكّر واش هاد البلاصة غادي تكون خاوية,I'm thinking if this place will be empty
تبدلتي منما تزوجتي,you have changed since you got married
قريت بلي خايب عليك,I read that it's bad for the you
سير واعترف,go and confess
درتي واحد الجريمة,you did a felony
الله يخلّها,god save her
مابغيتيش ت عيط عليا ف الغدا,You don't want to call me for lunch
واش كاتدافع عليها,do you defend her
قلت ليك وجهة نظري,I told you my point of view. 
واحد الفترة ديال فاش,a passing period
كان كيسحاب ليا غادي نرتاح بزربة,i thought that i calmed down quickly
خديتي بزّاف باش ترتاح, You took too much time to calm down
علاش مابغيتيش ت شري شي حوايج جديدة,why you dont wanna buy new utensils
غادي يخلّاه بزّاف ديال فلوس,he would have left a lot of money
فين كاين الصيدلة,where is the pharmacy
مزيان تفيق بكري,its good to wake up early
الماجستير كايديرو خدمة كايكونو لقانون,master's they go work as jurists
ماعندناش الحب,we have a lack of love
و كان كيسحاب ليا هادشي مستحيل,and thought that that was impossible
فين شفتي هادشي,where did you see this
راجلي كانقلب على هادشي,my husband shiold do everuthing
أنا لي عيط عليك ماشي هي,me who invited you not her
علاش سدّوك ف الباص,why did they sent you in bus
راه مولد فالمغرب,this spaniard born in morocco
مابغيتيش ت بدّل ديك القميص لي كتشط,You don't want to change the size of that t-shirt
شنو كيعجبك تخلص ف هادشي؟,what do you enjoy spending money on?
راه خايف شي ناس غادي يضحكو عليه,he is afraid that people gonna laugh at him
عمرك ت وريني أش ندير,you should never show me what to do
شفتو بالفرنسية,we saw it in French
هادي راسك,calm down
راه خرجت من المشاكل,i got rid of problems
بزّاف ديال ناس مشكلو,a lot of people  did get into trouble
أنا كانخدم فالعشية,i work in the evening
راه مقتدر هاد لكود,this code is introductory
خاصك ماتخافش بزاف,You shouldn't worry so much
خويا خديت شارجر,my bro took a charger
أجي تلقّي الجائزة ديالك,Come and get your prize
شنو قرارك الأخير,whats you final decision
مابقاش يحتملش موظفيه يزوج بنتو,He won't stomach his employee marrying his daughter.
ديما كتخبي شي حاجة,you are always hiding something
أنا غادي نڭولهم على التمن,i will tell them the price
عيد ميلادك مبروك,Happy birthday
من بعد المشروع راه حر,after project he is free
حيت غادي تسافر ف ساعة العروج,because she will be travelling through rush hour
كيفاش توازن ف حياتك,how to balance your life
عارف، راه 8 ديال نهار التلاثاء,"You know, it's only 8 on Tuesday"
تقصد من بعد الاجتماع ديالك,You mean after your meeting
واش غادي ت خلي ليا هادشي ف طوموبيل؟,Will you put this in the car for me?
بلا ما تبقا معطلة,dont be late please
كنتي ديما بجوار ديالي,you were always beside me
راني كايجرحني راسي ماكانقدرش نخدم,my head hurting me cant work
شناهيا المفضلة ليك ف العطلة؟,what's your favorite holiday?
تقدي راسك,present yourself
تشربو بسهولة,drink slowly
إمكان شي جبن أخير؟,Maybe some more cheese?
المدير ديالي كايقرا جريامين كولا نهار,my boss reads newspapers every day
راه راه باشو هو لي كايدير,the protagonist is bossy
كايهدرو معاكوم,they congratulate them
اجيب الامتحان. واش لاستجواب مازال مفتوح?,Pass the exam. Are sign-ups still open.
واخا، راك قناعتيني,"Okay, you convinced me"
كولشي بعيد عليك,everyone is far from you
كون غير قدرت ن جيب ليك الماكلة,if only i brought food
زواج كايبقى معاك,marriage suit you
و لكن راه هادي ساعة هادي لينا هنا.,But it's already over an hour ago that we're here.
تعطلي بزّاف باش تبرّع ل عصير ديال ليمون,you are too late to to make orange juice
الحاجة الوحيدة لي كادير هي تلعب مع تيليفون,the only thing you do is playing with phone
كاين شي فوضى,it is messy out there
واش نقدر ن عرض عليهم كولهم؟,Can I invite them all?
غادي يجي ليك,it will suit you
راه عار عليك هادشي,it's shameful to do that
تعطلي بزّاف باش تبحث على ختو,you are too late to look for your brother
"متافق, شي مرات زوينة شي واحد آخر يطيب","agreed, sometimes it's nice to have someone else do the cooking"
كون غير قدرت ن فاشل,if only I could be corrupt
جيب شي خروف مقلي,bring a sheep roasted
تعطلت بزّاف,it is too late
أنا غادي نضرب ولادي عمي باش يفيق من نعس,i will hit my cousin so he can wake up from sleep
خاصك ت هدو,you need to calm down
الخدمة مزيانة,Business is good
أنا عطلة,i am on holiday
تانفكّر واش عجبني الفيلم,I think of if i like the movie
مابغيتيش ت خليني بوحدي,you don't want to leave me alone
خاصني نمشي نتفرج,i need to go look
مانضنش غادي يوضح هادشي,I dont think he will clarify this
ماغاديش نسمحيك تشوفها,I won't let you see her
واش غاتخرج ولا لا,you are going out or not 
واش تقدر تعطينا شي تخفيض,can you give us a discount
عطيني فرصة عفاك,give me a chance please
واش تقدر تلقاها؟,can you find the woman
أنا بعيد بزّاف,i'm too far
ولادك كايفخرو,your kids is spoiled
راجلي سابق كان مغني,My ex-husband was a singer.
خليني نودّع شي فلوس,Let me save some money
غادي نمشيو,we will go
و كانضن كايملّو شوية ف النهار,And I guess he's a little bored during the day
واش شارجتي ليا هاد البارح؟,have you charged it up recently?
مابغيتيش ت ستافد من الرياضة,You don't want to stop sports
ماتخلّي على ولادك شي وراث,dont leave your kids heritage
كون غير قدرت نعاونك,if only i was useful
عمرك جربتي تڭول شي أرض زوينة,Have you tried to have a good land
جينا نتفرقو,we came to divorce
تانفكّر واش نخعل ليا دار,I'm thinking to burn my house
باقي بزاف,too much remain
نقدرو نمشيو فوق داك جبل و نسويو لراجل الحكيم ديال الغابة أش كايبان ليه شنو خاصنا نديرو.,We could walk up that mountain and ask the wise man of the woods what he thinks we should do.
مابقيتش باغي نعاود ليك هادشي,i will not give it attention
مشكلات تخلع,the problem got messed up
سمح ليا! كانتقلب على محطة ديال الحافلة,excuse me! i'm looking for the bus stop
عندي,I have
علاش ماكملتيش القراية,why you didn't finish study
جدّي مات,My grandfather passed away
سمح ليا ماجاوبتك,I'm sorry I tought I answered you
مانضنش غادي نرجع هادشي,I dont think  i will do this again
هاد الڭوايل ديال اليد كايدير مزيان,This hand-held light is working well 
جبت ليك فرصة كبيرة,I brought you a great opportunity
واش تقدر تديري ليا ل المطار عفاك؟,"can you take me to the airport, please?"
شكران على الوقت لي درته,Thank you for your time
نقدر نشربو من جوج,we can drink from two
