src,tgt
اليوم الذي قلت لك فيه مايجب قوله,the day I told you what should be told
خليني ندفّن الوجبة,let me warm your meal
فبمن تخرجين مع؟,with whom do you often go out with ?
أنا أخذت شهر واحد من العطلات,i took one month of vacation
واش ترتاح؟,are you relax ?
راه بزّاف بزّاف,he yells a lot
أنا ماتذكرت,I remember
أرسليها ليا مانعمل اليوم,send them back I'm not working today
نعم، هو فكرة جيدة لوضع على صحن اللحم!,"Yeah, it's a good idea to put on a meat plate!"
ديال ديال ديال ديال ديال ديال,this shirt is wet
تمنّيت أنا يُمْكِنُ أَنْ أَضْربَ a بزّاف opopuse اثناء لحظات الحياة الفوضوية,"i wish i could hit a ""pause"" button during life's chaotic moments"
ماقلته ليك ليا راه,what you said is nice
كون غير قدرت علاش ندرس,if only i started studying
كنت في وقت متأخر جدا للحصول على خيرة.,you are too late to get the good
ناس سَيَحْبّونَها,people will like it
هاد اللاعب راهين,this player is phenomenal
مانضنششش غادي يكون جيّد في عمله,I dont think he will be good in his job
كنت على خطأ,i was wrong
كان يذاكر باجتهاد,he studies hard
علاش تا بزّاف,why are you seeding
راه راه راه,he is too loyal
أنا ماعرفت اين أنا,i don't know where i'am
أنا غادي نريكم الأسماء,i will show you the names
أنا ندير شي حاجة ليا,i do what i want
أوه، لا بدّ أنّك تَنوم ديال...,"Oh, you must be sleeping already..."
واتينا اليوم,we came just today
هاد هو ميعاد مهم لك؟,Is this a very important appointment for you?
خلينا علاقتنا,we spoiled our relationship
راه ليك غادي نخدمك,who will give you what will help you
غادي بزّاف باش تخرّب منه,you are too late to outrace him
كنت سأتي قبل بزّاف بزّاف,I was going to come shortly before
راه,better
مابغيت غادي غادي غادي غادي,dont ask for food
واش بزّاف باش تغيّر راسك.,And there's always movies to change your mind.
أنا لا أحب الطيران على الإطلاق,I really dont like flying at all
كان كانض ليا غادي يوضح ليا الدرس,i thought that he clarified the lesson
راهني هي رياضة راهية,Archery is a pretty tiring sport
كنت أفكر عندما نعلن نتائج هذا الإمتحان,I'm thinking when the results of this exam will be announced.
أنا غادي نجد ليه جديد,i will find new place
راه راه راه دقا بزّاف,the alarm clock rang loudly
غادي نخلي البيت,i will leave the house
غير غيرك,another
واش عندي بزّاف بزّاف بزّاف هنا,I've also got some playing cards here
ديال ليا صنيع,do me a favour
ليرحه الله,god have mercy on him
كلب سكت ليا,a dog stroke me
صبغت على شعري,i crippied my hair
أنا مارآها بسعادة لزمن طويل,i haven't saw her happy for a long time
راه ليا,order me
قلب قلبي اختارها,my heart choose her
غادي ديال ديال بزّاف,next time
كنت أراقب الناس في البركة ليومين,I've been watching people around the pool for two days
مابغيتيش ديالك,not your business
ماكينة ديال غير مهمّة,money doesnt matter
كتّل ببطّو,write slowly
مابغيتيش تا غادي,dont force yourself
مانعرفش ماندير ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,i don't know where my money go
واين هي الصداقه في هاد الوقت,where is friendship in this time
واش مافقينك,Oh no poor you
واحد فقط,of just one
راه ليا واش ليا,she got attached
مابغيتيش تخدّل ليا غاديش,you should never fool someone
غادي نفكّر في ديال ديالي,I'am thinking about my place
أنا دفعتك لتفكّر,I pay you to think
واش نديرج داريا,I want to lean darija
ليت قدرت ننجح,i wish i could make it work
ماكانا نحسّن نفرح,don't we have right to be happy
هادشي ندير شي هادي,go do something usefull
راه ناعس,He is skinny
غادي غادي,I chew gum
واش كان لديه تواقيع,if he has a signature
واختي ليا راهية,you sister is cute
ناظري ليا,look at me
علاش مابغيتيش تا غاديش,why you dont wanna get hem to leave
واش تسافري بزّاف,do you go to a place
أنا ماننتظر هادشي,i'm waiting this
تاخرت بزّاف لزّاف, you are too late to get married
راه ليك,who are you 
واش جربتي ديال ديال دورتين,Have you tried do two surgeries
أنا نكلمك منذ زمن طويل,i speak to you long time ago
راه,look at him
راه هاد البرنامج، أيضا!,"I watch that show, too!"
كانتسنّا فيك تتسلق الشجرة,I'm waiting for you to climb the tree
واش غادي,he can
أنا ماكل لحوم,I don't eat meat
مابغيش غادي تاكلهم,I don't like their talk
واش تعجبين بعروض الطهي؟,are you a fan of cooking shows?
واش غادي نمشي,sorry i'm going
و لكنّها لا تشعّر بزّاف ديال الحاضر,but it does not feel very relevant to the present
ممكن يكون عندي كابريرينا، من فضلك؟,"May I have a caipirinha, please?"
الله يعطيك الخير,god give you good
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,you will get blood pressure
خايمي ليا مراوح بزّاف,gimme a color box
يفضّل أن يبقى لوحده,he prefers to stay alone
مانقدرش نمشي,i cant go
هادشي مابينهم,there is nothing between them
أنا قلت لك تقبلوني,i told you they accepted me
جاهج درا دج درج درا دن,jgkjdgnjdkgsjksdn
واش نفتح هاد القارورة من النبيذ؟,"So, shall we open this bottle of wine?"
قارن واش بزّاف بزّاف راه بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,the shopper compared prices using a price comparison app
هاد يوم كبير,this is a big day
واش تاخدو هادشي بزّاف,what are you waiting now
مابغيتيش تصابي بزّاف,you should never be shocked
مانضن غادي نخلّص غادي غادي غاديش,I dont think i will save someone frow drowning
مابغيش تاخد ليا ديالي,dont take my money
مانعرف,i don't know
تحداك تخترع شي شي جديد,I dare you to invent something new
هادشي تاكل,she is suffering
عند خروجك ت غادي تا غادي نافدة,when you go out close the window
ماشي غادي ديال ديالي,Not that it is my business
ما هي رياضتك المفضلة لتشاهدها؟,what's your favorite sport to watch?
راه ماشي,he looks nothing
أنا يُمْكِنُ أَنْ أَحْصلَ عليك بَعْض المشروبات لهم في الوقت الحالي,I could get you some drinks for them in the meantime
علّم دراستك,pay attention to your study
ختي تاكل مخي,my sister is busting my brain
أنا غادي نتشارك معاك,I will share with you
غادي نوصلو لنزلاء,welcoem the guests
خلا نقابل في مقهى,lets meet in cafe
هاد الولد لطيف,this boy is cute
هاد هو وقت المفاجأة,this is surprise time
قربا لمحطة,its close to the station
تحدّي نفسك,challenge yourself
واين هاد هادشي,when does he arrive
راه ليا باش بزّاف,"take me there, please"
لا تدعها تخرج,don't let her go out
عندمّا تأتّي أنا نفتحهم,when you come i open them
علاش مابغيتيش تطبع كل هاد الأوراق,Why don't you want to print all those papers
عمرك جربتي شيف شي شي شي هادشي,Have you tried to coordinate an important event
كيف تهدر الوقت في أغلب الأحيان؟,how do you waste time most often?
راه بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف,gold earrings
نعم، أنا يُمْكِنُ أَنْ أَستعملَ صوتَي الجميل.,"Yes, I could use my beautiful voice."
فكّر جيّد,think well
مانضنش غادي نكرهك,I dont think i will hate you
مافعلوه عند اختفائها,what she did when she disappeared
كون غير قدرت علّاك,if only I could slap you
غادي نمشي بزّاف ثم ندير,go straight then turn
ديالك جربتي تا هاد إنجاز كبير,Have you tried to have a big accomplishment
واش باش بزّاف بزّاف بزّاف,i bought an expensive perfum
هاد بزّاف,That's fair
ما تنتظرينه؟,what are you waiting for
هادا حظّي,she is lucky
هي عاينتها,she did it
و هو غادي يصبح بخير أو يأخذه لطبيب,and he will become well or take him to a doc
هادشي هاد هاد هادا,how lovely it was to sit outside then
متى غادي تدير فروضك؟,When will you do your homework?
عطيني اسمك من فضلك,give me your name please
واش تبدا بزّاف بزّاف,always start with the basics
واش معاها؟,what up with her?
تاخرتي بزّاف لكتابة دروسك, you are too late to write your lessons
شكرا جزيلا,thank you so much
الطير بدأ يركض,the bird started to run off
أنا غادي,i'm listening
ماشي شي شي شي شي خاص؟,Are there any specials?
نهارا ماشي ديال,days pass on
خافتة جدا ولكن أنا على هاتفي.,Sorry so slow but I m on my phone
هادتني,you insulted me
واش ديالهم,their turn
10 دقائق ل 11,It is ten minutes to eleven
واش راه فرامب في السيّارة,okey jumb in the car
عطيني شي شي ناكله,give me something to eat with
واش جربتي بزّاف بزّاف بزّاف,Have you tried buing goods
اليوم أنا بحاجة لفاهات,today i need fruits
واش نا نا نا نا نا نا نا نا نا نا نا نا نا,second half we should have possession
تَزوّجو بزّاف,they married Sunday
صديقة لي دعاني لخطوبتها.,My friend invited me to her engagement.
خليني جزء,leave me a part
عانينا الكثير على الطريق,We suffered a lot on the road.
أنا غادي نمشي عليه,i will sneak on him
خايشت باش ذهب لشاطيء,i thought that he went to beach
غادي تغطّي من شروق,you are too late to cover from sun
واش واش,hurry up
فاتك بزّاف باش ترعى الأطفال,you are too late to watch over children
هو أقصر مِنّي.,he is shorter than me
راه باش نقابلك,nice to meet you
حاول أن تفعل شي جديد,try to do something new
في عينيّ ستبقين دائما شابّة,in my eyes you will always stay young
كون غير قدرت نناديه,if only I could call him
هادشي راه,they work well
قد يكون يعانّي نفسه، لكن توتّر حاجة تَدّعي.,"He may be suffering himself, but bullying you needs reporting"
كنت مشغول,I was busy
راه لنفسك,see for yourself
ماشي تبكّي ليا,Don't cry to me
أنا مانشتري فصّاية خارج راهادن,i dont buy dishes outside in ramadan
كان يفهم الخطة,he did understand the plan
كانضنّا أنّه كان يساند الألم,i thought that he support the pain
أنا مانملك فطور هاد فطور,i'm not enjoying this breakfast
بانداس لا تتوقف عن الأكل و أنا أغار,pandas never stop eating and i'm jealous
واين تاين تاين؟,where you will go ?
بَعْض الدهانِ تَجْعلُني مريض,some meds makeme sicker
هاد الزفاف لن ينتهي,this wedding will not end
هادشي هاد البيت هادشي هادشي,this house is falling
مابغيتيش تفسّر للاطفال,You don't want to explain to the kids
واش نتكلّم معلّمتك,go speak to your teacher
كانت بزّاف بزّاف,she is waiting for a boy
أصدقائهم ماهرون في التقنية,Their friends is really skilled at the techniques.
أنا غادي نقول لك هادشي شي هادشي,i will tell you soemthing
أيضاً طلبت عصير برتقال,I also asked for an orange juice
هادشي هاد الكلام خانق ليا,this talk choke me
ماكانش تاهم شي شي شي عليها,don't threw something on her
لا، ليس بعد,"No, not yet"
كانت تنظر بصدمة,she looks in shock
راه غير متزوج,he is not married 
غادي تتأخر بزّاف بزّاف بزّاف ديال بزّاف بزّاف بزّاف, you are too late to do a project
غادي نمشي بزّاف صباحا للسباحة,i go early in the morning for a swim
يُمْكِنُ أَنْ تَأْخذُني إلى السوق,can you take me to the market
واش كتي في أكادير,have you been in Agadir
ليا غادي نمشي,Sorry got to go
آمن فيك,believe in yourself
كون غير قدرت نقابلك,if only I could meet you
واش تاخدّع ليا,dont mind me
تركتك في المدينة,i left you the city
هادشي بزّاف,live well
واش معاك معاك,have you ever married
قرّرت العيش في الخارج,i decided to live abroad
ليا ديال ديال ديال ديال ديال ديالها ديال,shame on you
غادي نناديك,I will call you
غاديك,you find
أنا مانفكّر غاديش على ماتقولينه,i dont think object to what you say
كون غير قدرت داري خاص بي,if only i had my own house
راهمتي آخر فلم؟,did you catch the latest movie?
تم الغاء الاجتماع,The meeting was canceled
مع هاد النوع، سيري ليا مشقة.,"With this type, you will see hardship."
راه بزّاف باش تعاقبه, you are too late to punish him
ماكانتش تهتّم لي ليا غادي غادي ليا,you don't really listen to me any more than he ever did
مانضنش غادي نصوت لك,I dont think i will vote for you
أنا مانقدرش واحد,i respect no one
واش تاخد لي قنينة من الماء,go bring me a bottle of water
القطة تحب اللعب,Cats love to play
واباك متعب قليلا,your dad is tired a bit
من دون شراء دلو ديال ديال الدهان,without buying a paint bucket
مابغيتيش تفقّد معي على سعر عادل,You don't want to agree with me on a fair price
ماشيش علاقتك,whats your problem
راه طوال اليوم,rain all the day long
واش غادي غادي غادي يكون سعدا جدا,I think my fellow students would be very happy
شكرا لله,thank god
أنا ماعندي مااأكل ديال ديال ديال,I don't eat lemons
هاد أول مرة أقابله فيها,this is the first time i meet him
هذه المرة أنا غادي ندم عليه,this time I will make him regret
راه يعتني بي,he should care for me 
حقّا؟,Really?
علاش مابغيتيش نصلح العجلات,Why don't you want to fix the tire
ليه رجل شوّف لينا مع سيارتة,a guy exploided our ballon with his car
كيف حال عائلتك؟,how's your family doing? everyone well?
راه في التاريخ,he majored in history
ماعرفتيه,I don't know it
أنا غادي نخلّص منك,I'm dreaming of you
خيّنت أنّه كسر يداه,i thought that he broke his hand
انتظرو حتى يوم الثلاثاء، فهاد الفتحة.,"Wait until Tuesday, it will be the opening."
أنا غادي نقول لهم صدقة,i will tell them honestly
ديال ديال الحكم تم فحصها عن قرب من قبل كلا الجانبين,the referee's decisions were closely scrutinized by both sides
هادشي ديال ديال ديال ديال ديال ديال ديال,forever
كون غير قدرت نبدا مشروع ديالي,if only I could start my project
هاد هاد لباس بزّاف بزّاف,this is a custom made pants
علّمني و خليني ندير ما أريد,he taught me and let me do what i want
راه الله ليا,god helped me
ما الذي تفعله هنا؟,what are you doing here
واش يبيعون ليا,they sell like me
هادشي غير عادل,It's not fair.
هادشي مساح كبير,this is a big scandel
خميس عندك,Thursday you have
كنت أقرأ رواية لشهر,I've been reading a novel for a month.
هاد كتبي,this is my book
أين كنت؟,where have you been
ماننتظرك باش تهدي الالعاب,I'm waiting for you to exportate toys
راه كوالدي,He is like my father
كانا نتذكّر غادي غاديش غاديش غير جيّد.,I think I remember that the food is not very good.
غادي نطلب من شخص ما لينقذني,i will ask someone to save me
غير كافي بزاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,time isnt sufficient
واش مابغيتي بزاف النسوة القبيحات,do you want some ugly women
سمعت أن اللحم ليس الأفضل عندهم,I have heard that meat is not the best for them
أنا غادي ندير عمل لواحد آخر,i will give work to another one
أنا غادي نديرك,i will vonfuse you
علاش مابغيتيش تقدّم,why you dont wanna give advance
واش عساك تعمل؟,What could you do?
واش ماكانو الجميع غير مدعوين,because not everyone is invited
ماذا تريد منا أن نفعل تاليا لقائمة الليلة؟,What do you want us to do next for tonight's menu?
ماننتظرك بزّاف بزّاف,I'm waiting for you slide
غادي ناكل,i'm going to eat
هادشي بزّاف,this is crazy
كنت قاسيا!,You're cruel!
راه مرّ بزّاف,he passed hard time
واش غادي تليفوني,yes I turned off my phone
ذهبتي إلى الجامعة؟,you went to the university ?
راه تا معاك تا غادي تاو,I dare you to take back revenge
واش؟,You what?
هاد الجيل غريب,this generation is weird
مانضنشش غادي ننتظر,I dont think i will wait more
كانو يصورو شرايين,they do videos
ليتني غادي ماسمعه,I wish I haven't hear him
راه هاد الوقت,they found time
مانعرفش ماشي سارت بزّاف.,I don't know what it go bad. 
هادشي راه تاسع,it's a quater past nine
هاد النسوة اللتي اخبرتكم عنها,here the women who I told you about
مابغيتيتيش ديال الوقت الذي اعطيتك فيه,You don't deserve the time I gave you. 
كون غير قدرت نمشي في هاد الطريق,if only I could go in this path
علّرني بزّاف,explain to me in brief
هواء و مياة ضروريّة,air and water are essential
واش نغيّر ناس راه,i like wel behaved people
علّمني خايب بزّاف,He give me a weeding ring
واش جربتي بزّاف بزّاف بزّاف بزّاف,Have you tried exploid a ballon
ماننتظرك تاكل مشروعك,I'm waiting for you to finish your project
أنا كُنْتُ بخير,i was alright
والدة العريس دعت الشعب,The bride's mother invited the people.
ما عدا ذلك، أنا موسيقي الجاز.,"Otherwise, I'm a jazz musician."
غادي ناكل عند الشاطيء,lets eat at the beach
واش غادي تا غادي تا غادي,go do the surgery
أنا في خسّيني,i'm at hsini
ماشي مايخرجو منه,No one will come after him
غادي مافهمت ماقصدتيه,Sorry I don't understand what you mean
علّقت فمّك,shut your mouth
واش غادي يكون راه؟,Why would I be ashamed?
بدات اشعر بالثقال,I start to feel heavy
هاد حشرات حيّة,these insects are alive
أنا غادي ناغي ديال ديال ديال ديال ديال ديال ديالها,I'll grab the stewardess when she passes
جد ليا طريقة ليا هاد هادشي,find me a way to told here
كون غير قدرت طمأنته,if only i reassured him
غادي نمشي واش واش ندير,go past the coffe shop then turn
كي تقدر توصلني,so you can drive me
مابغيتك تفكّر ثانية,I don't want you to think again
كانت تعرف نيور يورك كظهر يدها,she knows new york like the back of her hand
كانو شهرين ورجعت من السجن,its been two months i returned from prison
أنا مانسمعك بزّاف بزّاف,I don't hear very well
خليني نكوّن معضلات,Let me  be muscular
أنا غادي نجيبك,i will tell you
فذهبت من أجله,i went for him
راهيتي ليا,you saw me
أنا بزّاف بزّاف باش تطلبي بمساعدتي,I'm waiting for you to ask for my help
عطني ليا خبز,give me bread
هل تحدثت مع الممرضات و الطبيب؟,Did you talk to the nurses and the doctor?
واش غادي تاليفونك و درا,put your phone and go study
متى سنجلس؟,when will we sit
كان ليا دراجات,I liked the bike
غادي يزرعون خضار في حديقتهم,they're planting vegetables in their garden
مابغيتيش لها ديال ديالها ديال ديال,dont close to her she is sick
راه فمك,Watch your mouth
أرسل لي رسالة,send me a message
أنا غادي نتظاهر أنا غادي,i will pretend i'm rich
أخرجونا من هنا!,Get us out of here!
سيغادر القطار بعد 10 دقائق,The train leaves in 10 minutes
هاد المكان أمام المحل,this place is in front of shop
هل سمعت عن المتحف الجديد؟,did you hear about the new museum?
علاش هادشي شعبي؟,Is that why it's so popular?
مابغيتيش,you dont shy
أنا بحاجة لشراء مفكرة جديدة,I need to buy a new notebook
راه غاديشي في الجريمة,he is suscpious in the crime
أنا غادي ننظفها,i'm only cleaning it
أنا تقيأت 3 مرّات,i vomited three times
عندك عدّة أوراق لتوقّع عليها,you have many papers to sign
ناداه سيعتني بكل شي,call him he will take care of everything
ما الذي تحاولي أن تفعليه؟,what are you trying to do?
خليني نمشي سيرا,let me  go on foot
خليني نشتري بزّاف,Let me buy seeds
أنا أعمل في المستشفى,i work at hospital
أكثر من الأرانب!,More than rabbits!
يوميا ننظف ديالي,everyday i clean my house
مادم نصور,dont film
كان ليا نعي ليا هادشي,"sorry, I meant theme"
أنا مانعرف حتى ماهو عليه.,I don't even know what it is.
ماشي تاكل مساكين بزّاف,dont eat msakhn too much
واش يرسلو ليك,do they send you
و هي ستتعالج لو شاء الله,and she will heal if god wants
كالزّافلة,like a quake
كان قاسيا!,It was hard!
هادا بنت جميلة,She is a beautiful girl
نعم، يجب أن نسرع,"Yes, we must hurry."
واش ندير ليا بزّاف,i do anythng with ease
مابغيتيش نشتري ديال زيتون,I want to buy olive oil
غادي نديرو ل 10Dh,we play for 10dh
مابقيتيش ديال ديال ديال ديال ديال,you will never be a moth
عدّة نقاط,20 points
كنت علّقت في المصعد مع رئيسي!,I was stuck in the lift with my boss!
قطع بزّاف,Cut with scissors
هادشي هادشي غادي,this doesnt fulfill
كانتسنّا بزّاف بزّاف بزّاف بزّاف معهم,I'm waiting for you to split your money with them
واش خايت كان قاسى على اطفاله,i thought that  he be harsh on his children
كانت تدوّن في هاد الشوربة,she made meds in soupe
أنا فقط أقول لها الحقيقة,I only tell her the truth
ولكن كان من المفترض أن يكون عيد ميلادي، لا حزبك.,"But it's supposed to be my birthday, not your party"
مانعرفهم,i dont know them
سيارتى ماكانت تعمل,My car isn't working
ارجوك عاودي الاتصال بي,please call me fast
النظام قديم جدا,The system is so antiquated.
مابغيتيش تزيني بشرتك هكذا,you should never soften your skin like this
ما هو أشجع شيء قمت به من أي وقت مضى؟,what is the bravest thing you ever did?
كانت صعقة كبيرة بالنسبة له,she was a big shock for him 
واش ليا باش بزّاع بزّاف بزّاف,so the tiles wont look bad
كانت تعرف حدها,she know her limit
واش نهوّي غادي غادي نفكّر بزّاف,we end s5 then we think ahead
واش كان عندك نهار سيئ؟,Have you had a bad day?
غادي يبكي غادي يغيّر,he wakes up angry
غادي نجرب معهم,i will try with them
أنا سَيكونُ عِنْدي زبائن,i will have clients
أنا غادي ندير في صف,i will be active on class
ولدك ليك ليكهم,you baby sitting them
كانتسنّا غادي تروقك فيديوتي,i'm waiting for you to like my video
عليك أن تطلب منا رأي,you need to ask us for opinion
كان يقامر بزاف,He's been gambling heavely
أنا أعيش قرب البحر,I live near the sea
هل أنت من الولايات المتحدة؟,Are you from the U.S.?
مزية من ماضيك,benefit from your past
كونوا عادلين لأولادك,be fair to your kids
عطيني المبارز,give me the nail clipper
متي ستختارين الوردة الحمراء؟,when will you pick those red roses?
واش؟,Oh?
غادي نقابله غدا,I'll meet him tomorrow
غفري ليا غاديتك تتعب,forgive me I did make you tired
هاد بزّاف بزّاف بزّاف بزّاف,quarter past
راه يختبئ في صديقه بزّاف,he hide in his friend entreprise
مابغيناش ندير معا,we don't need to act to each other
واش تا غادي تا غادي,I left the fan on
جرّبت هادا المصحّة.,i tried this resturant
غادي نسرق متجر مجوهرات,we will rob a jewellery store
راه ديال ديال ديال ديال ديال,a red jacket compliments any outfit
على الناس بالضرورة أن يشتروا ليأكلوا,People necessarily have to buy to eat.
ماقدرت نصدقها,i cant believe it
مابغيتيش تخشا فهاد الموعدة,you should never be scared in this occasion
أمّا غاديت,did mom go
ما نوع الوقت الجيد الذي كان بعقلك؟,What sort of good time did you have in mind?
واش باش بزّاف,okey goodbay
راه راه راه,he finished his job
ديالنا و ديالنا,our house or  hardwork
علاش مابغيتيش تزييف هاد الكتاب,why don't you want to falsify this book
واش عندك,do you have
مابغيتي ليا نخرج ماعندي شي ليخرجو معاه,I what do you want me to take out I don't have anything to take it out with
واش ترتد بزّاف بزّاف,she wear nice
كانت تبغي أن تهرب,she wants to flee
عمرك جربتي تحاربي شخص أكبر,Have you tried to fight a bigger person
هاد هاد العمل غير كفء,this work isnt efficient
مانريد قطة,i want a cat
شاب شابّ غادي بسيارتي,a young man closed my car
كون غير قدرت نصوّت ولكنّي رشيت,if only I could vote but im bribed
يباع ويبيع,he buys and sell
كنت على خطأ,you were wrong
ممتاز!,Perfect!
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,call police
غادي نقول غادي نديرو!,Or should I say that you make them make!
أنا غادي نحمل الأرنب!,I'll grab the rabbit!
شوف على سلوك هاد الرجل,Look at the behaviour of this man.
نهاري كان سيئ,My day was awful.
حاجتي نشتري بزّاف جديد من البناطيل,I need to buy a new pair of pants
غادي نقيم عرسا,will organize  a wedding
سنعرف أين ننام الليلة,We'll figure out where to sleep tonight.
هادا سبب آخر مابغيش نطير!,That's another reason I don't like flying!
يمكننّا أن نكوّن القليل من الشّاي كي نسخّن!,We can make a little tea to warm up!
كاه دراة كيكتان,cup of seed of ktan
كون غير قدرت قدرت ندير عليه,if only I could gaze upon him
مابغيتيش تجديني عند فجّر,you wont find me by fajr
حاولت أن نضحك,i tried to laugh
مع السلامة,goodbye
هادشيها,she has
راه كان ديال ليا أخا ليا,he were also my brother
من أجل عملي,for my work
نعم، هو سلسلة غذاء.,"Yeah, it's the food chain."
كنّا نتواعد لقرابة السّنة,we've been dating for nearly a year now
أنا ماعلّقت.,did i hang up
أنا مبتدّل.,I'm a beginner.
هادي هادشي,I get it
هادا,That.
واش تحب الكاريوكي؟,are you into karaoke?
راه,ridiculous
لو كان عندي هاد الاوراق,if only i had those papers
ليا ليا ديال ليا,easy peasy
ماعندي شهية,i have no appetite
غادي نمشي لعمتي,i will go to my auntie
ماعندي فكرة,I have no idea
مر وقت طويل منذ أن عشنا ليله خاصه لفتيات,it's been too long since we've had a proper girls' night out
مامشكلتي معه,whats the matter with him
هاد هادشي هادشي,this is delicious
مرر ليا معاياك لوالدتك,pass my regards to your mom
ماننتظرك تشوفي سرا,I'm waiting for you to expose a secret
أنا غادي نخلط اثنين من العصائر,i will mix two juices
فقط فوجا,just fo
علاش مابغيتيش تطلبي ليا,why you dont wanna ask for me
خلينا نمشي و نرتاح,lets go rest
كون غير قدرت نسمو هاد الكلب,if only I could poison that dog
يجب أن تكون سعيد جدا لرؤية ابنتك,You must be really happy to see your daughter
كنت تعرف هنا قبل يد,you knew here before hand
غادي بزّاف,go worship god
كون غير قدرت نحمي نفسي,if only I could protect myself
جات ليا شي شي نملأه,bring me something to fill
مانعرف اسمه,I don't know his name
ماشيش نسرّي على المعلومات,Don't leak the infos
واش تدوّر فهاد القاموس على الوجه,Does it make pimples pop on the face 
تخلت عني زوجتي,my wife left me
و كأنه نبا من الله، كان هادشي، أنا مانعرف، أنا مانحب طبخ المسامان بأجهزة كهربية.,"As if it's a revelation of God. It made it stiff,I don't know , I don't like cooking msaman with electric appliances."
خليني نري المشكلة,Let me look for the problem
علاش هادا هاد اليوم,why are you like this today
هل أنت متأكد؟,Are you sure?
ديال ديال ديال ديال ديال ديال ديال نجا من هدف محتمل,the defender's sliding tackle saved a potential goal
كانو يكتبو تقرير,they written a report
راه راه ديال ديال ديال بزّاف ديال اللحم على أيّة حال,Its always good to have some meat free dishes anyway
مابغيتش نتوقّف ندخّن,i will not stop smoking
واش نديرها نستعملها في التعليم,which application we use for education
غادي نخلها حتى تاها بزّاف و تا غادي خسّر بزّاف بزّاف بزّاف، خسّر، بزّاف و غادي بزّاف بزّاف,"Just sear it until its brown and caramalised then put in a casserole with carrots, celery, some seasoning and cover with stock"
مافكّرت يوما كيف غيرت التقنية الطريقة التي نتواصل بها؟,do you ever think about how technology has changed the way we communicate?
هادشي جديد هادشي هادشي,this new brushes are handy
كيك ليا ديال,tea kettle
علاش تا بزّاف,why are you in a rush
هادا,oh
غادي نتا غادي تكون عندك,I tought that you will be there
مابغيت غادي نا باش نتذكّره,I'm not sure I remember it
آسف، ما سألتك كيف كان نهارك؟,"Sorry, I haven't asked how your day was?"
واش غادي غروج في ثلاجة,i put gorceries in fridge
ما من أحد حضر للحفلة,no one has show up for the party
مابغيتيش تخلطين ديال ديال ديال ديال ديال ديال,you should never mix petrol with fire
ماننتظرك تساعدي ليا ديال ديال ديال ديال ديال,I'm waiting for you to help someone fro mdeath
هادا صعب عليك تا,is this hard for you to do
واش ماتركني واش نجن,dont leave me or i go mad
مابقيت مامات بزّاف,i will not die faithfully
تحدّاك تسخّر نفسك,I dare you to warm yourself up
أنا غادي نصلح هذا القميص,i will fix this shirt
مانديرش ندير خروف,dont borrow to buy sheep
راهون ليا,They have rusted for me 
شيشي ديال ديال هادشي,sis do this
راه,Mr.
واش تتأخري بزّاف بزّاف بزّاف بزّاف, you are too late too clean floor
شكّر لسؤالك بزّاف بزّاف,thanks for asking babe
سالتيها تشتغل,you told her to work
عندي بزّاف بزّاف باش بزّاف باش بزّاف,i have some delicate items that i'd like to keep safe
نمّيت في سريري,i sleeped in my bed
واش غادي تا غادي تا غادي,you will be like him
ماشي خير نكذب,it's not good to lie
مانعرف كيف نطبخ,I don't know how to cook
كادو يكبرو الآن,They're almost grown now
أنت عنيد,you are stubborn
لسوء الحظ، الرطوبة تتلاعب بي,"Unfortunately, the moisture is playing tricks on me"
مابغيتيش تاكلّني,dont you see me talking
واش نتا معانا,come dine with us
أنا غادي نجري بعض البحوث,I will have to do some research
مابغيت ديال ديال ديال ديال ديال,dont desire death
قال لي لي كل شيء.,she told me everything
غادي ننام,Go to sleep
علاش مابغيتيش راه,why are you not respectful
معايش ديال النجاح,criteria of success
ممتاز.,Perfect.
واش تفكّر نعطّي الأطفال حليّات,Do you think of giving the kids candies
بزّت كلّ شيء أنا غادي لصحيبتي في المرفأ,i packed everything i'm waiing for my suitcase at the aeroport
نادني,call me
مساء الخير,good evening wife
هو مادرسه هو واحد مايعقّد عليه,He's not studying it; he's the one complicating it.
كان عندي مشكلة صغيرة في فهم معادلات التفاضل,I'm having a little trouble understanding the differential equations
ما قدرتيش تاخدو فتا تا فكّر فيه,you're not able to take time to think about it
