src,tgt
i ate coffee,فوت القهوة ودور
to contact me,باش تواصلني معاك.
You don't want to think about me and bring me gifts,مابغيتيش تفكر فيا شي نهار وت جيب ليا كادوات
she is a keeper of new york,راها حافظة نيويورك
he went to prison,شراهيرين باش خرج من لحبس
I don't hear very well,ماكانسمعش مزيان
Let me get a grip,خليني نسحق
I tell you,دب نقولك
this is what i did,داكشي لي مشيت على ودو مادرتوش
as you saw it with your own eyes,بحال شفتيها بعينيك
I'm waiting for you to do something hard,كانتسنّا فيك ت تمّر بشي حاجة صعيبة باش نعاونك
i'm confused,آرا ليا كومير
Have you talked to the nurse or the doctor?,واش حدرتي مع الفرملية و مع طبيب؟
Put down that phone and go read,حط داك تيليفون و سير تقرا
"yes, and the place we're sitting is it high",آه و من ناحيت البلاصة لي خانجلسو فيها واش عاليا
I like the bike,عجباتني البيكالا
they put talent in their garden,كايخرسّو لقدرة فجردة ديالهوم
you are talking about her,كاتصدي عليها و هي مريضة
all in your mouth,جميع فمّك
send what you have,سيفت لي مسج فيه
i will pretend to be a traitor,أنا غادي ن تظهر بأناني خاني
Let's get out of here!,ياله نتحركو من هنا!
the train will go from here in ten minutes,التران غايمشي من هنا ل عشرة ديال الدقائق
this is a good time,راه جا ڭدّامّك هاداك لحانوت
you heard about the new museum?,سمعتي بالمتحف جديد؟
Is that why she's so popular?,واش هادشي علاش هيا مشهورة بزاف؟
i didnt blame him,نتيا راه ماكتهمش
i need to buy a new memoir,خسّني نشري مذكّرة جديدة
you are passionate about this crime,راك متحم في هاد الجريمة
I'm just going,أنا غير كنمشو
i didnt do it three times,تقييت تلاتة ديال لمرّات
you have too many papers,عندك بزّاف ديال لوراقي خاسّهوم يتسيناو
you are responsible for everything,تاسل بيه و هوا يتكلف بكلشي
What are you trying to do?,شنو كتحاول دير؟
Let me walk on my feet,خليني نمشي على رجليا
Let me buy a seed,خليني نشري زريعة.
work in hospital,الخدمة في سبيتار
More than a bottle!,كتر من قنية!
every day i like home,كولا نهار كانهوي دار
i dont take pictures,أنا ماكنسيفتش تصوري
i meant the subject,سمحليا قصدت موضوع
I don't know what to do.,ڭاع ماعرفت تا أشناهيا.
dont eat too much,ماتاكليكس المساخن بزاف
did you send me,واش مسيفتينك ليا؟
and god save her,و الله إشافيها يا ربي
like if there is an earthquake,بهال إيلا كانّ شي زلزال
It was hard!,كانت صعيبة!
she is a beautiful girl,هيّة بنت زوينة
Yes we need to leak,اه خاصنا نسربيو
i want to do whatever i want,كانتير فأي حاجة بغيتيها
I want to buy olive oil,بغيت نشري زيت العود
the winner of this tournament is 10 dirhams,مدايرين عشرة دراهم لي ربح يدي لمجموع فهاد التورنوا
when you were born you will be a mother,هيت عمرك غادي تكون أم
20 points,20 نقطة
she went to the elevator with my head,وحالت فالمصعد معا راس ديالي
cut the knife,قطّع ب لمقصّ
this is not satisfactory,هادش ماكيشبعش
I'm waiting for you to split your money with them,كانتسنّا فيك ت قسم فلوسّك معاهوم
i thought that he will leave his children to study,كان كيسحاب ليا غادي يعسر ولادو باش يقرا مسيان
i did her meds,درت ليها دوا ف سوبا
i need to tell her,الحاجة لي كاينة كانڭولها ليها
but it's supposed to be my birthday not your party,ولكن راه مفروض يكون عيد ميلادي ماشي حفلة ديالك
I don't know them all,هادو كاملين ماكانعرفهوم
my car is broken,توموبيلتي ماخداماش
please call me quickly,عفاك عيط عليا بزربة
regrets are too old,الندم قديم بزاف
you should never dress your skin like this,عمرك ترتب البشرة ديالك بهاد الطريقة
what is the most courageous thing you've ever done in your life?,شناهيا أكتر حاجة شجيعة درتي ف حياتك ?
the shock was too much for him,كانت السدمة كبيرة بنسبة ليه
he is good music,رشو مزن تا مايبقاش يبان الموزيك
she knows her limits,عارفة الحدود ديالها
we will do it tomorrow,نساليو سح أ يبان أكس عادي نديرو
Did you have a bad day?,واش دوّزتي نهار خايب?
he is always in prison,ديما كيفيق حاسر
i will try with them,غانجرب معاهوم
they will come to my client,غايبقاو يجيو عندي الكليان
i will interact with the class,أنا غادي ن تفاعل فالقسم باش مايبقاش لحال فالأستاد
you are sitting in front of them,كاتڭلس تحديهوم
I'm waiting for you to show me the video,كانتسنّا فيك ت للع ليا لأعجاب فهاد لڤيديو
go away a little bit,شوار واحد شوية
he was sleeping a lot,كان كايقمر بزّاف
I live by the beach,كانسكن حدا البحر
Are you American?,واش نتي من أمريكان؟
learn from your past,استافد من الماضي ديالك
be fair to your kids,عدل بين ولادك ماتبينش راك كتبغي شي واحد كتر من الخرور
look for the scissor,آرا المقص ديال دفار
When will you put that red rose?,إمتا غادي ت خرسّ داك لورد لحمر
Oh?,أوه؟
i will meet him tomorrow,غانتلقاه غدا
i'm sorry i bothered you,سمحلي عدابتك
four,أورباع
he hides in his friend's company,راه مخبي فشركة ديال صاحبو
without being too hard on each other,بلا مانبقاو نمتلو على بعضياتنا
the fridge is broken,فرفارة خليتها حدامة.
i tried this restaurant,راني كنت جرّبت هاد ريسطو
we will rob a gold shop,غانسرقو ماحل ديال الدهب
The jacket is red and you can wear any outfit,جاكيتا حمرا كتجي معا أي لبسة
people need to buy to eat,ناس راه ضروري تشري باش تاكل
i'm not confident,مامتيقاش راسي أنا هنا
you should never be in this situation,عمرك تخلع فهاد المواقف
are you serious,واش مخايا
what a wonderful time to remember,اشمن وقت زوين ليكنتي كتفكر فيه
good bye,يالاه بسلامة عليك
he finished his work,راه كمل خدمتو
we did nothing to get paid,اللهم دارنا ولا تكرفيس
Why don't you want to write this book,علاش مابغيتيش تحرف هاد الكتاب تا نتا تاواحد ماخايق
do you have,واش عندك؟
i'm busy,أنا إش أشغنهيد ولو ماكن باش نهيدو
this is what she wore,جمعها داكشي لي لبسا
we found it,القيناها نتهت بغات داك لو لو لو لو لو لو لو لو لو لو لو لو لو
Have you tried to fight someone,عمرك جربتي دابز مع واحد صحيح عليك
this job is not practical,هاد الخدمة ماشي عملية
i want to be a teacher,بغيت نربي مش
my kid was a boy who was robbing my car,واحد دري صغير كان دايز و هو يختط ليا طونوبيل
if only I could stop you,كون غير قدرت ن نتا5بك و لكن را رشاوني
its been sold,قلبها بيع وشرّا
you went wrong,مشيتي غلطة
No!,بلا!
i called the police,كعيت البوليس
"Or I'd have to say whatever you force them to do, they're just making it up to you!",ولا خاصني نڭول لي كاتفرض عليهوم يصايبو ليك!
I'm going to get a bottle!,غادي نشد لقنية!
look this man is behaving like a thief,شوفي هاد راجل تعامل ديلو كيداير
the day passed,نهاري داز كي الزمر.
i need to buy new pants,خاصني نشري سروال جديد
they will come to the wedding,عدا يدالو في العرس
We'll plan where to sleep today.,دابا ندپانيو فين نعسو ليوما.
There's another reason I can't stand to get on a plane!,كاين واحد سبب أخور علاش ماكانحملش نركب ف طيارا!
Let's have a cup of tea to warm it up!,نديرو شي كويس ديال أتاي نسخنو بيه!
i planted a glass of linen,كاس زريعت الكتان
if only I could hope for him,كون غير قدرت ن تأمل منو غير ولكن راه ديما مخيبني
i'm at dawn you won't find me,أنا معا الفجر ماتلقاينيش
i was smoking,مهاولة باش ندير براسّي كنت كاندخ
good luck,بالسلامة عليكوم
she has,عندها
he was my brother,كان خويا تانا
my job,الخدمة ديالي
"Yes, the food chain.",آه، سلسلة الغذائية.
we were friends for a year now,كنّا مساحبين شي عام هادي دابا
why are you cutting the line,واكس تقطع الخاط
I'm a beginner.,انا مبتدئ.
I understand,فهمت
Here it is.,هادا.
do you like karaoke?,واش كيعجبك كاراوكي؟
of the scammers,ديال المشخرة
if only I could print this paper,كون غير قدرت ن إمبريمر هاد لوراق دغيا
this is easy,هادي هيا ساهلة
I don't have any appetite,ماعنديش شهية
i will travel to my aunt,غانسافر عند خلتي
i'm not prepared,أنا مافراسي والو
we are both girls,شحال هادي مادرنا شي خرجة غي بيناتنا حنا البنات
what do you have,مالو معاك؟
this is constructive,هادشي بنين
tell me your mom is with you,سلمي عليا ماماك معاك
I'm waiting for you to show me what you've been hiding,كانتسنّا فيك ت كشاف ليا سير لي مخبه عليا مدة هادي
i will leave a pair of juices,أنا غادي نخليت زوج عصيرات كتجي واعرة
if you like go,إيلا عجبك الحال سيري
why you dont wanna ask me,علاش مابغيتيش تسوول ليا
we go rest,نمشيو غير نرتاحو
if only i ate the dog,كون غير قدرت ن وكل داك لكلب سمّ
you should be very happy,خاصك تكوني فرحانة بزاف حيت غادي تشوفي بنتك
you were too smart,كنتي تات عرفها
go to god,سير تعبد الله
if only I could defend myself,كون غير قدرت ندافع على راسي
bring me a tangra,هبتي ليا شي تانجرة نعمرها ليكوم
I don't know his name,ماعرفتش سميتو
without leaking this information,بلا ما تسرب هاد المعلومات
you don't take pills,ياك ماكايخرج الحبوب فالوجه ?
i lost my wife,خلاتني المرا
i didnt know how to cook,جبليا الله بهال لا كرماتو ماعرفتش مجبنيش طياب دو ف المسمن
Let me look for the problem,خليني نقلب على المشكل فين كاين
why are you late,مالك منبر اليوم
Are you sure?,واش متيقن؟
the firefighter's food took the room from the net,تاكل ديال المدفع جبد بيت من شبكة
they did a report,دارو بيا تقرير صافي كبيت عليه عيطرو ديال بلانكو
It's good to have a meat-free plate anyway,راه مزيان يكونو عندك شي طباسل بلا لحم على كل حال
i will not harm you,مابقيتش باغي نحيد ليك لڭارو غير قتل راسك
what app will they study this week,أش من أپليكشن فاش غادي يتقراو هاد الپت
you just have to fry it and make a coffee,خاصك غير تحمرها حتى تولي قهوتيا و تحاطها ف تاجين بخيزو و لكرافاس و شوية ديال العاطرية و تغاتيها بالمرقى
Do you remember how technology has changed the way we communicate?,مابانش ليك كيفاش تكنولوجيا بدلات طريقة لي كانتواصلو بيها؟
these chips are good,هاد ل شيكيتات سدقو مزيانين
garage,مقراج
why are you in a rush,مالكي أصاحبتي زربانة
yes,أح
I said it's going to be a rush.,وڭلت زعمة غادي تكون.
I'm not sure he remembers her,مامتأكداش بلي عاقلا عليها
I'm sorry I didn't ask you how was your day?,سمح ليا ما سولتكش كيداز نهارك؟
i was stuck in the ice,راني كنت حيتيت تقدية فالثلجة
no one came to the party,حتى شي واحد ماجا لهفلة
you should never mix the fire with the fire,عمرك ت خلّط لسانس معا العافية
I'm waiting for you to give a child a laugh,كانتسنّا فيك ت نقد شي وليد سخيور من لموت
is this hard for you to do,واش هادشي صعيب عليك ديريه
i will not leave me,غانتسيتا لا خليتيني
i will not die,مابقيتش باغي نموت شهيد
I dare you to fight cold,نتحداك ت دفي راسك فهاد لبرد
he is living his life,حيات نادي عاود تريكو و ماكتبانش حياتو
you should never buy something,ماعمرك ماتسلف باش تشري حاولي العيد
they are closing for me,تسداو ليا
my sister just told me,ختي دوزي ليا غير هادي
the sheriff,الشريف
you are too late to get on the ground,تعطلي بزّاف باش تشّطب ل أرض
ask me good answer,إسوال فيك الخير أبيب
go ask a woman,تمشي تنقزي عند سيدة تقولي ليها خدميني
some of his clothes stay nice,شي حوايج بيتهو يبقاو مسيانين
i was stuck,تكيت في بلاصتي
you will be like him,غادي تولي بحالو
lying is bad,الكدوب خايب
i dont know how to swim,ماكنعرفتش نتياب
they are growing up now,راه كبرو دابا
your face is hard,وجهك قاسح
"So much so, the humidity makes my heart sick",الصوق لحد، الروطوبة كادير القلب معايا
can you see me talking,واش ماكاتشوفينيش كاندوي
come join us today,اجي تعاق معانا اليوم
i need to search a bit,غادي يخصني نبحث شوية
dont be afraid,ماتبقاش تفايل بالموت
she told me everything,هي عودة ليا كولشي
go to sleep,سير تنعس
why you dont have a life drop,مالك مافيكش قطرة ديال الحياة
it's your standard of success,راه معيار ديال نجاء ديالك
I'll go.,ناضي.
I'm thinking if the difference between the two is real.,تانفكّر واش فرق لفنيد على درار.
i need to pack everything but i will pass the bag,آه داروري جمعت كلشي خايف غير لانكون فايت العبر ديال الباليزة تانعبرو فالمطار ماعنديش ميزان
apple no no no,أبل لا لا لا
i'm tired,بون سوار مراتي
he isnt good,ماقريش فيها هو لي كايحگرها
i found it a bit difficult to understand the equations,لقيت صعوبة شوية ففهم المعادلات تفضلو ليا
i cant take time to think,ماقدرتش تاخد شوية ديال الوقت تفكر فيه
My phone is not Arabic.,مايس تليفون ديالي مافيهش العربية.
you need to take care of yourself,خاصكتديها شوية فراسك
i thought that he will commit a crime,كان كيسحاب ليا غادي يرتاكب شي جريمة
Are you a business traveler or a tourist?,نتا مسافر على قبل الخدمة ديالك ولا غير توريست؟
i forgot everything,غير تهنا نسيت كلشي
i will leave you alone,فاك أنحيدو ڭاع
i need to go to work,خوف سير سباقني خدمة
we are not given,أوهنا ماعطيناش
what is the phone number,شناهيا نمرا ت تيليفون
I'm waiting for you to get your head fixed,كانتسنّا فيك ت دفّي راسّك
they are good but for what price,زوينين ولكن بشحال
The box is on it.,صندوق كايعتمد عليه.
do you like to listen to them while you're writing?,إنا أناني كيعجبك تسمع ليهم و نتا كتيب ?
It seems like a good plan,كاتبان ليا خطة مزيانة
you should ask him,خسّك تبدا بعدا تسوّل عليه
if only I could stop you,كون غير قدرت ن ردعك
Let me plant a flower,خليني نغرسّ لورد.
That's why I listen to good pop and rock music,هادشي علاش كنسمع الموسيقى بوب وروك المزيانة
I dont think he will keep the clothes he bought,مانضنش غادي يحافظ على الحوايج لي شراهوم
i'm tired,ديروني عينيا صباح
I dont think i deserve this holiday,مانضنش غادي نستاهلّ هاد العطلة
my brother doesn't talk much,جيدي ماكيدويش بزّاف
good to go to prison,مزين أولا نحبس
i will come back to defend this disease,أنا غادي نرجع ندافع فهاد المأث كامل
and water is good,وتياب معاك الماء
this man met his daughter,هاد راجل ملاقم البنتي
go to your aunt,سير عند خالك.
how are you going to the math exam exam exam?,كيف راك غادي فالمراجعة ديال امتحان رياضيات؟
why did you go there,علاش مشيتي لتماك
i dont like you,مالي يكما مراض نيت
and work for you,ولخدمة عندك على وجه الخصوص
this is a shame,راه مؤسف هادشي لي وقع ليك
I have no doubt,ماعنديش شك
dont imagine too much,راه ماتبقاش تخيل كتر من القياس
we will make a wedding,غايدابهو البغرة فالعرس
she needs to go to hospital,هادي خاصها تخج من سبيتار
she is married,هي مزوجة
i'm waiting for you,أنا راني هسا بيك
he is a good smoker,سمسار كايلقي الحرام بالحرام
"I want to build a sand castle, eat a polo, and go bike over two men",بغيت نبني قلاع رملية، ناكل بولو، ونمشي تسركيلا على رجلين
is this a win,واش هادشي فيه ربح
people only need to buy,بنادم غير خاصو يشري
i will vote for this boy,أنا غادي نخوت على هاد البراهش
What time is it now?,شحال فساعة دابا؟
there is a restaurant nearby,راه قريب لينا ريسطورة
I have a question.,عندي واحد لسؤال.
imagine with me,تخايلو معايا
everything is wrong,كولشي غلطين فيه
dont get in his head,ماديريش راسك فيه
forgive me for hurting you,سمه ليا تيرت ليك ودنك
i followed him until he found me,بقيت متبعاه تا القيتو كيخوني
"Yes, it's good to do something besides watching TV","وايه, مزيان تدير شي حاجة من غير لفراجة ت تلفازة"
I'm waiting for you to make a mistake,كانتسنّا فيك ت حدم شي حدمة نيت
And now!,و فابور!
i did my finger,توسخو ليا صباعي ملي درت البسمات
the day was long,نهار كان طويل
Let me show him a picture,خليني نوريه تصاور.
without overestimating,بلا ما تقدّا كتر من لقياسّ
i went there,ركبت معا سبح من تما
i will be alone in a country where i don't know anyone,أنكون بوحدي ف بلاد ماكانعرف فيها تاواحد
your car is beautiful,زوينة طوموبيلتك
you are under pressure,نتا فالأساس تحت الضغط
Moroccans eat casso every Friday,المغربة كاياكلو كسكسو كل جمعة
Let me get out of this room,خليني نخرج من هاد البيت
i will be cold,ماتعرف نبرد شوية و مايتزاد عليا لحال
he is a military man,دير تيب عسكري
i will live,باش غانعيش
I'm waiting for you to bring a child,كانتسنّا فيك ت جيبي لينا شي وليد
please give me a cup,عفاك عطيني معاك كاس دلما
our project is successful,الپروجي ديالنا ناجح
i was waiting for you,راني كنت كانتسنا فيك
you are too late to make me angry,تعطلي بزّاف باش تعطق دري
you are too thin,نتي دكية بزّاف
i've been waiting for you for a long time,شحال و أنا كاتسناك وا سكنتي مابغيتيش تخرج من طوالت
i feel hot because of love,فيا السخانة بسباب الحب
I'm sorry why you're doing this?,هشومة عليك علاش كادير هادشي؟
i want to know where i go,بغيت نعرف غير فين أتكون مشات
dont be late for work,ماتبقاش تأجل لخدمة ديال اليوم الخدا
they stayed in the calarnia,بقاو ساكنين فالكريان و خسّرو هادوك لفلوسّ فماحل وازادو تامان ديال رسم
the fans were encouraging,تشجيع ديال الجمهور كان نادي
what is the best idea for a project,شنو أحسن فكرة جاتك على قبل شي مشروع
she doesn't want to talk,مابغاتش تهضر
his phone is not working,تليفون ديالو ماخدامش
i will not wear this shirt,مابقيتش باغي هاداك توني صافي راه قدام
to make everything better,باش يسدق كل شي
he is tall,هوا طويل عليّة
he started studying,بديتو القراية
this is patient,هادي صبرة
he don't have many friends,ماعندوش بزّاف ديال صحاب
How much do you want?,شحال بغيتي؟
who are you,شكون هاديك؟
where are you going,فين ڭا ڤا
you don't like Mrs. Jameson,واش ماكتبغيش السي جيمسون؟
you should never beat a kid,عمرك تضرب شي دراري صغير
this is a bad thing,بهال بخل
"Me, my day was excellent",أنا، نهاري كان ممتاز
it's a great honor,شرف كبير ليا
i dont know where they went,ماعرفتيهومش فين مشاو
I think of confronting him,تانفكّر واش نواجهو.
I dare you to strengthen your relationship with them,نتحداك ت وتّد لعلاقة ديالك معاهوم
i lost my money,سلفتو زبالت الفلوس و فلاخر نكرني
Can I rent a room or reserve a bar?,واش إمكان ليا نكري بيت أولا نريزيرفي شي بار؟
And I'm deep.,و ليتي عميق.
My best wishes.,سلم زين ديالي.
Don't you think the '90s are the best?,مكايبانش ليك أنا الأخاني ديال تسعينات هوما أحسن أني ?
he is feeling better today,كايحس براسو بخير اليوم
buy me a napkin,شري ليا شي نفاحات على قبل عيد ميلادي
i will pay,راه مخيت نديفولا
dont deny him,ماترفض عليه شي حاجة ماباغيهاش
"Or is there nothing in the picture, just a routine that bothers you?","ولّا ماكاين تا حاجة فشكل, غير روتين لي مقلّقك?"
come and be yourself,ياله وجدي راسك
What are you working on?,فاش خدامة؟
do the exercises with the shrimp to improve yourself,دير التمارين بالشرونو باش تحتابر راسك
this question is a good answer,هاد سوال نتي لي عارفة جوابو
I'm waiting for you to block it on whatsapp,كانتسنّا فيك ت بلوكيه فواتساب
you give me a hand,كاتعطيني يد ليد
i have elevated blood pressure,عندي ارتفاع فالضغط الدموي
nothing will happen,مكايوقع ليها والو
march,شهر تلاتة
he married,يالاه بالي وزواج
you are not good,عندك تخوي بيا
you dont speak to me,ماكاتدرني حتى حاجة
Don't try to change his mind,بلا متحاول تبدّل ليه رأي ديالو
When will you do a job that you can't do?,إمتا غادي ت دير شي خدما متاها لديالي
they are mutual love,راه متبادل الحب بينهم
It's amazing,مدهش
Why don't you want to avoid losing money,علاش مابغيتيش تخفّ من لفلوسّ لي كاتخسّرها
why are you angry,علاش لعداب?
can you write your address,واش تقدر تكتب ليا عنوانك
i dont lie,ولاه مكنكدب
you will have lunch with us today,غايتغداو معانا اليوم
you are too late to use this opportunity,تعطلي بزّاف باش تستغلّ هاد لفورسّا
your sister is not the same,شتك هاد نهار ماشي هوا هاداك
I was swimming in the pool.,راني كنت كانعمو ف بيسين.
you dont care about me,ڭاعما كايهمك لأمر ديالي
this is too much for us,هادشي زايد فينا
I have a very tight voice.,عندي واحد الصوت مجهد.
you need to keep your level with the losers,خاص ديم ديالك طابق مع هاداك لي خسّو
you are welcome,كاينة شتا تبارك الله سبحت البارح
he knows what he is saying,مرة خرا عرف اش كاتڭول
i think it's a block,بان ليا غير كتلة
good luck,سعادة لي غادي تديه
if only I could go to the beach,كون غير قدرت ن تلع فلڭراد
where are we,فين حنا
what do you want,أش بغيتي نعاودلك
may,شهر خمسة
tell us what is there,ڭولي لينا أش كاين
forgive me for what i said,سمهي ليا على جاع داكشي لي قلت
face your problems,وجه المشاكل ديالك
am i talking to Mr Khaled,واش أنا تانهضر معا سي خالد?
Don't burn the house,بلا ما تدفّي دار
the teacher sent me,سفتو ليا الأستاد
I'll light the candle,أنشل الشمعة
she is not in a hurry,هاك وآرا مافيها حزارة
we had a good time,درنا جو واعر من خنا و دحك
lets go,واخا يلح نمشيو
i don't want to be angry,ماكراهتش تغانيلي
he has everything,كولشي عندو هل
Aren't you going to get bored?,ماغاديش تبرزط?
she is an expert,هي خبيرة
why you dont answer your phone,علاش ماكتجاوبش على الطيليفون؟
answer me,جاوب نتا
Do you think our children will understand this story for the sake of our mistakes?,كادن بلي ولادنا آيتيقو هاد القصة لمستيا ديال سخورنا؟
don't eat,ماتاكلوش
i need to check if i have any more time,خاص نقلب واش باقي عندي بعدا
you are too late to think,تعطلي بزّاف باش تفكّر.
she is one of us,هي راه وحدة منّا
you should never finish your project,عمرك ت الشي مشروعك و تا يالله فالبداية
I'm waiting for you to make your parents happy,كانتسنّا فيك ت تابر باش تفرح واليديك
this is what you are talking about,هز داكشي لي تاحلك
no one knows the concept of these days,راه المفهوم ديال هاد الأيام تاواحد ماعارفها
every day i earn money,كولا نهار كنخصل معني
and sleeping well,و من ناحيت نعس واش كاتنعسّ مسيان
I think you look a bit bloated,كانضن كاتبان مانفوخة شوية
i dont look like him,ماكانبانش ليه أنا
i didnt learn,فالأخر عرفت أنهو ماقريش
Let me be a source of inspiration,خليني نكون مسدر إلهام ديالو
with your money you will marry your bride,بفلوسك بنت سلتان عروسك
he is my father,وايه أبانا
he isnt good,هير علله
sit and drink coffee,ڭلس تشرب معايا قهوة
I travel every three months to bring cheap goods abroad,كانسافر كولا تلت شهور باش نجيب سلعة من برّا رخيصة
this road is hard,هاد طريق عمرة بزبل
i have a phone number,دزل راه تابلوكات ليا لاكارت ديل تليفون ودب
you are new in this house,نتي جديدة فهاد الدار
take care of yourself,إوا دبري راسك
he knows what he is,ربي لي عارف أكس بيها
you should never do a heart transplant,عمرك ت دير زراعة ديال لقلب
i don't understand why the music is so loud,ماكانفهم والو منين كاتكون الموسيقى مجهدة
"you were always present, in my 5th wedding they didn't believe","راه كنتي ديما حاضرة, ف 5 ديال تجويجات ديالي لي ماصدقوش"
he has big feet,عندو ودنين كبار
he is too much money,راه زايد علينا بزّاف ديال لفلوسّ كيتلب بزّاف
you are wrong,غلضيتي
what did you benefit,أشنو استفدتي
he has no choice,تا را شبعوني هادرا مايمكنش
you are too late to get away from the pit,تعطلي بزّاف باش تبعد من لحفرة
this smell is bad,هادشي ريحتو خايبة
i think of starting a new life,تانفكّر إمتا أتبدا تخوا دنيا
you married and you change,دزوجتي ونتا تبدل
i read that he is bad for you,قريت بلي راه خايب عليك
go to the truth,سير عطرف بالحقيقة
you did a job,وقف راك درتي موظفة كنتي غادي بتمانين فلمدينة
god help you,الله يليگيها لك
You don't want to call me a scammer,مابغيتيش تعيط عليا نتخدا
you are too much,جاتك نفس عليه
i told you i didnt pay my rent,قولت ليك وجهت ندار ديالي
the water and the water,فطر وديزا
i thought that he will argue,كان كيسحاب ليا غادي يحتجّ على دكشي لي وقع
you are too late to calm down,تعطلي بزّاف باش تفي لغضب
why you dont wanna buy new one,علاش مابغيتيش تشري معن جداد
there will be a lot of money left,غايكون خلا بزاف ديال الفليوس
where is the pharmacy,فين كاين لفرماسيان
wake up early,الفياق بكري بالذهب مشري
go ahead,ماستر تمشيو قدام
we are always so short,بقى عدنا ديما داك نقص بالحنان
I'm saying impossible,و كانڭول لا مستحيل
where did you see this?,فين شفتي هادشي؟
is my husband the one who should do all the writing,واش راجلي هو لي خاصو يدير لي كلخطوط
i didnt propose,أنا لي عرضت عليك ماشي هيا
why they will take you on the bus,علاش سيفتوك ف الكار؟
he is a spaniel born in morocco,راه سبليوني تولد فلمغرب
You don't want to change the tone,مابغيتيش ت بدل لعبار ديال داك توني
what do you like to save money for?,فاش كيعجبك تحسر الفلوس؟
he is afraid people will make fun of him,كايخاف الله يدحكو عليه ناس
you should never tell me what to do,عمرك ت علمني اش ندور
he did it in french,شفناه بالفرنسيا
just a little bit,غير بشوية عليك
i'm tired of problems,ثانيت من المشاكل
many people are having problems,بزاف ديال ناس تراوهوم ليهم مشاكل
i will work in the evening,إوا خدام العشية
this law is in the beginning,راه مبدائي هاد القانون باقي خايتبدل
they are not very scared,متخافوش بزاف
i have a charger,قوية تسلف من عندي شارجور
Come and take your bag,أجي تاخود جاإزا ديالك
what is your decision,أشنو هو القرار ديالك
he will not marry his daughter,ماغاديش يرد خدام عندو يتزوج ب بنتو
you say something and you hide ten,كادڭولي حاجة وكاتخبي عشرة
i will tell you eight,غادي نڭوليكوم التمان
Happy birthday,عيد ميلاد سعيد
he did a project,مورا لپروجي لي دار ولا فاخور براسو
because you will travel during rush hour,حيت غادي تسافر فساعة ديال زحم
how do you balance work and life?,كيفاش كاتوازن بين الخدمة و حياتك ?
"As you know, it's only 8 pm Tuesday","كيف كتعرف, غير 8 صافي نهار تلات"
you mean after your meeting,كاتقصد مورا جتماعك
can you unload the car,واخا تحط ليا هادي فتوموبيل؟
please don't be late,عفاك ماتعطلوش عليا بزاف
you were always by my side,كنتي ديما ف جنبي
i dont work,راه دارني راسي بزّاف مانقدرش نخدم
what's your favorite vacation?,اشناهيا احسن عطلة عندك؟
give us your opinion,قدم لينا راسك
drink slowly,شربي بشوية
Can you have some cheeses?,يقدر مع شوية ديال الفرماج؟
The boss reads the journal every day,الباترون كايقرا الجورنال كولا نهار
the hero is someone who doesn't care,البطل واحد شخص ماكايرهمش
he is blessing his wife,كيباركو المرة و راجلها
when did they go and did they still have the registration?,امتا ايدوزو و واش باقي التسجل؟
you convinced me,صافي قنعتيني
everything is far from you,بعيد أليك كلشي
if only i brought food,كون غير قدرت نجيب مناكول
you are married,جا معاك زواج
But it took us over an hour to get here,و لكن راه دازت كتر من ساعة باش جينا هنا
you are too late to make an orange,تعطلي بزّاف باش تعسّر ليمون
just for the phone,غير مقابل تليفون
the world is broken,دنيا مراونة تما
Can I invite them all?,واش نقدر نعرض عليهوم كاملين?
this is what will help you,داكشي هو لي غاينفعك
it's wrong to do this,عيب دير هادشي
you are too late to look for your brother,تعطلي بزّاف باش تقلب على خوك
"All right, after a good time, you have someone to lean on you.","متافقة, بعد لمرة مزيان يكون عندك شي واحد يتيب ليك"
if only I could take the money,كون غير قدرت ن تارد داك شفار كون رجعت لسيدة ساخا
i will bring you a toast,نجيب ليك هولي مشوي لا بغيتي
is he in good health,واش مشا لحال
i will kick my uncle,أنا غادي نركل عمي باش يعيق حيت كايركلني و هو ناعس
you need to pray,خاصك تسالم
Good work?,الخدمة مزيانة؟
I'm on vacation,أنا ف عطلة
I'm thinking if i like the movie,تانفكّر واش أيعجبني ل فلم.
You don't want to meet her,مابغيتيش تقابلها
i need to go search,خاصني نمشي نقلب
I dont think this will unify people,مانضنش غادي يوحد هادشي ناس
i wont let you see her,ماغانخليكش تشوفها
outside,خارج ولا محال
we are short,نقص لينا واحد شوية
give me a chance please,عطيني فرصة عفاك
do you think the lady who left us spoke to us?,مابانش ليك سيدة كي ولات تهضر معانا؟
I'm very far from her,أنا بعيدة عليها بزاف
your father is not well,هاداك لوالد عندكوم مفاشاش بزاف
My old man was a singer.,راجلي القديم كان مغني.
Let me save some money,خليني نجمع شويا ديال لفلوسّ
we will go,غادي نمشيو
And I think he's feeling a little bored during the day,و كانضن بلي كايحس بالملل شوية فنهار
have you recharged it recently,واش شارجيتيه مؤخرا؟
You don't want to stop playing sports because your parents are sick,مابغيتيش ت وقّف ديك رياضة لي كاديرها را واليديك مزيرين
dont let your parents yell at you,ماتخليوش الوالدكوم ورت يداربو عليه لا قريوهم
if only i called you,كون غير قدرت ندايفكوم
Have you tried to solve a problem,عمرك جربتي تسيتاحلّ مسيان شي حرد بحال هادي
we are going to meet,وسلنا لتلاق
I'm thinking if he will not appreciate his ink,تانفكّر واش ستيلو ماغايتقداش ليه لحبر ديالو.
